task_id,primitive,separability,eta,generator,seed,prefix,dof,n_obs,coverage,S,ESS,E_struct,d_eff,V_f,V_f_norm,state,reliable
turning:high:spline:15,turning,high,0.8,spline,15,0.3,5,37,1,1.0776242606533322,720.9978662602455,0.15552251348147647,3.421863002191422,0.038146756814695905,0.6743233871757688,external-informative,1
turning:high:spline:15,turning,high,0.8,spline,15,0.4,5,49,1,1.063690911343207,575.279373606753,0.06218036182653594,3.3465287533730668,0.036412833179852326,0.6436726751314515,external-informative,1
turning:high:spline:15,turning,high,0.8,spline,15,0.5,5,61,1,1.1271738281615993,392.43470105501325,0.023732559913831414,3.3281151039583476,0.03433784264199064,0.6069928951269422,external-informative,1
turning:high:spline:15,turning,high,0.8,spline,15,0.6,5,73,1,1.219641176557596,169.66145642107398,0.010471029617568812,3.1947118440298397,0.03331060694450972,0.5888343644209625,external-informative,1
turning:high:spline:15,turning,high,0.8,spline,15,0.7,5,85,1,1.1648305313775538,40.29062602221738,0.0058525006862485,3.023258081477194,0.028187030017732897,0.4982644697244687,measurement-unreliable,0
turning:high:spline:16,turning,high,0.8,spline,16,0.2,1,25,1,1.3862943611198904,3906.1836672917175,0.3813731282136144,1.0,0.00858342820106999,0.15329795707863153,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.3,1,37,1,1.3862943611198906,3715.611859225289,0.2742741093220572,1.0,0.007348780657290363,0.13124744978249392,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.4,1,49,1,1.3862943611198906,3638.7033054024914,0.168554718759182,1.0,0.006082666309914946,0.10863495296491688,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.5,1,61,1,1.3862943611198906,3541.845526950936,0.06721929822372853,1.0,0.004989450603672858,0.08911038416939827,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.6,1,73,1,1.3862943611198906,3132.0677934599553,0.027916280420686918,1.0,0.004103834549349744,0.07329349507759604,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.7,1,85,1,1.3862943611198906,2259.5437006385096,0.012468649611148599,1.0,0.0032553350561011596,0.058139498812904554,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.2,3,25,1,1.113970629466457,2170.316153374209,0.3813731282136144,2.3317546670072864,0.022736715046644377,0.4060722459232632,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.3,3,37,1,1.1136048700362666,2203.888378655599,0.2742741093220572,2.3562244320301837,0.023076233051201402,0.4121359555822451,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.4,3,49,1,1.1145837809607892,2273.935640426957,0.168554718759182,2.3811152230291825,0.022724311802560036,0.4058507269759689,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.5,3,61,1,1.1106231004282205,2272.255761019735,0.06721929822372853,2.3887348554559007,0.021580961775924994,0.3854307713122049,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.6,3,73,1,1.0857644218676508,1947.6813990405783,0.027916280420686918,2.3687560853086476,0.01916728278596028,0.3423230468066186,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.7,3,85,1,1.0237300883285065,1246.1457099212246,0.012468649611148599,2.3361358547884,0.014696945886650608,0.2624839081706165,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.2,5,25,1,0.9971337382894324,884.4420861678634,0.3813731282136144,3.6262564856567865,0.03948297392647534,0.7051563897934201,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.3,5,37,1,1.0476106619844723,752.3856047888404,0.2742741093220572,3.427916872882869,0.03548283813230642,0.6337149294679568,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.4,5,49,1,1.0633393113578973,690.2281011976212,0.168554718759182,3.349496491918858,0.0337893836690535,0.6034702412686658,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.5,5,61,1,1.0715023437007811,646.3806222943826,0.06721929822372853,3.3144434724544594,0.033517862847017715,0.5986209448864571,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.6,5,73,1,1.0843972157275277,562.4566368696962,0.027916280420686918,3.248152605496728,0.03139828117854984,0.5607657275972932,external-informative,1
turning:high:spline:16,turning,high,0.8,spline,16,0.7,5,85,1,1.0623064711162071,412.926660770746,0.012468649611148599,3.127554300166248,0.0252117611262228,0.45027597184568086,external-informative,1
turning:high:spline:17,turning,high,0.8,spline,17,0.2,1,25,1,1.3862943611198906,726.8381067970828,0.7297757060899227,1.0,0.0063742802512165055,0.3499854577704956,external-informative,1
turning:high:spline:17,turning,high,0.8,spline,17,0.3,1,37,1,1.3862943611198906,43.398901877152284,0.8361198307113673,1.0,0.0030965766826333936,0.17002026347775662,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.4,1,49,1,1.3862943611198906,5.538759942273109,0.8558678590381947,1.0,0.0007057809823853001,0.038751524951964246,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.5,1,61,1,1.3862943611198906,2.947936903048281,0.7965787844411345,1.0,6.905321906149039e-05,0.003791427664189966,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.6,1,73,1,1.3862943611198906,2.229167580210261,0.6941954031910259,1.0,1.5297706100736054e-05,0.0008399339943490603,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.7,1,85,1,1.3862943611198906,1.7592969464665802,0.7748204933320357,1.0,6.34020555543093e-06,0.00034811455665964016,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.2,3,25,1,1.331855096306431,793.3001290869547,0.7297757060899227,2.096701401216272,0.023579153773028202,1.2946341550513494,external-informative,1
turning:high:spline:17,turning,high,0.8,spline,17,0.3,3,37,1,1.3008477709437367,164.30833015710886,0.8361198307113673,2.034121949347314,0.020692299159194683,1.1361288660272955,observed+informative,1
turning:high:spline:17,turning,high,0.8,spline,17,0.4,3,49,1,1.268645499154336,13.856360218005607,0.8558678590381947,1.602823225148903,0.014914939660293641,0.8189178666298791,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.5,3,61,1,1.0929313718684859,4.446954567713188,0.7965787844411345,1.8982913630387568,0.017882293679848588,0.9818430462535486,measurement-unreliable,0
turning:high:spline:17,turning,high,0.8,spline,17,0.6,3,73,1,0.45524717775303547,1.6126662219133505,0.6941954031910259,1.0425044677130664,0.018577532926487565,1.0200157679421689,measurement-unreliable,0
