factorial,primitive,engine,action,support_fraction,noise_ratio,exposure,effect_strength,ood_distance,harmful_rate,harm_ci95_low,harm_ci95_high,mean_raw_utility,utility_ci95_low,utility_ci95_high,beneficial_rate,catastrophic_harm_rate,n
distance_specificity,asymptote,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.3333333333333333,0.21666666666666667,0.4666666666666667,0.018854455573111085,0.010666535988263856,0.027210967905526167,0.65,0.16666666666666666,60
distance_specificity,asymptote,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.10756668342665753,0.08565565791232996,0.13197955462171976,0.9333333333333333,0.016666666666666666,60
distance_specificity,asymptote,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.1,0.03333333333333333,0.18333333333333332,0.0038894315827967076,0.0029116808079938097,0.005017929222653166,0.9,0.05,60
distance_specificity,asymptote,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.03632837395346381,0.02921152038721457,0.04377036962864977,0.9166666666666666,0.016666666666666666,60
distance_specificity,asymptote,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.016666666666666666,0.0,0.05,0.11960610635890871,0.09810918114801016,0.14221844033974154,0.9833333333333333,0.0,60
distance_specificity,asymptote,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.43333333333333335,0.31666666666666665,0.5666666666666667,0.0013472305752003236,4.120548992399151e-07,0.002851794579440646,0.55,0.18333333333333332,60
distance_specificity,asymptote,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.15,0.06666666666666667,0.25,0.02946955085749361,0.021810297313409485,0.037885662595662804,0.85,0.05,60
distance_specificity,asymptote,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.03333333333333333,0.0,0.08333333333333333,0.11456686011706292,0.09196008947205865,0.13944222353066443,0.9666666666666667,0.03333333333333333,60
distance_specificity,bound,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.35,0.23333333333333334,0.4666666666666667,-0.0047137433664062684,-0.016182918776941693,0.0059536634052276514,0.6333333333333333,0.2,60
distance_specificity,bound,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.16666666666666666,0.08333333333333333,0.26666666666666666,0.03877556521990541,0.03130459986834145,0.04598752387253381,0.8333333333333334,0.0,60
distance_specificity,bound,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.55,0.4166666666666667,0.6666666666666666,-0.017664274305557323,-0.02493122922282076,-0.010608430706466852,0.23333333333333334,0.0,60
distance_specificity,bound,neural,true-full,0.525,0.01,0.55,0.55,0.1,0.23333333333333334,0.13333333333333333,0.35,0.013785536873416254,0.010485587063072378,0.016892911897876416,0.7333333333333333,0.0,60
distance_specificity,bound,neural,true-full,0.525,0.01,0.55,0.55,0.4,0.35,0.23333333333333334,0.4666666666666667,0.016907955219831686,0.008133529378919877,0.025378449522867,0.5833333333333334,0.0,60
distance_specificity,bound,neural,true-full,0.525,0.01,0.55,0.55,0.8,0.7333333333333333,0.6166666666666667,0.85,-0.032194953649000234,-0.03851778032870479,-0.025760704747144043,0.016666666666666666,0.0,60
distance_specificity,bound,neural,true-subset,0.525,0.01,0.55,0.55,0.1,0.23333333333333334,0.13333333333333333,0.35,0.013785536873416254,0.01062186719585818,0.01700293675264469,0.7333333333333333,0.0,60
distance_specificity,bound,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.35,0.23333333333333334,0.4666666666666667,0.016907955219831686,0.008293876248364087,0.025548194666446217,0.5833333333333334,0.0,60
distance_specificity,bound,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.7333333333333333,0.6166666666666667,0.8333333333333334,-0.032194953649000234,-0.03891649757641949,-0.025797485300514005,0.016666666666666666,0.0,60
distance_specificity,bound,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,0.5166666666666667,0.38333333333333336,0.65,-0.03320529704630709,-0.04522980720589447,-0.02209417632798532,0.45,0.4,60
distance_specificity,bound,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.3,0.18333333333333332,0.4166666666666667,0.019020925459738453,0.0034909692883099155,0.036101132706331994,0.6833333333333333,0.13333333333333333,60
distance_specificity,bound,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.44701417862499837,0.34493323398605086,0.5544493688597029,0.8833333333333333,0.0,60
distance_specificity,bound,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.15,0.06666666666666667,0.25,0.0011440184641982626,0.0007880103757380631,0.0014694801779409968,0.7833333333333333,0.05,60
distance_specificity,bound,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.15,0.06666666666666667,0.25,0.022723132236588665,0.015455803275745935,0.03084740574224466,0.7833333333333333,0.0,60
distance_specificity,bound,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.1,0.03333333333333333,0.18333333333333332,0.36854989134984184,0.2578508149875692,0.48419865034019494,0.7833333333333333,0.0,60
distance_specificity,bound,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.15,0.06666666666666667,0.25,0.0011440184641982626,0.0007896134724793022,0.0014733975984765311,0.7833333333333333,0.05,60
distance_specificity,bound,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.15,0.06666666666666667,0.25,0.022723132236588665,0.015114907379566426,0.031070536495483737,0.7833333333333333,0.0,60
distance_specificity,bound,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.1,0.03333333333333333,0.18333333333333332,0.36854989134984184,0.25744748836654724,0.4857611812804391,0.7833333333333333,0.0,60
distance_specificity,curvature,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.013427171969344905,0.012954750290971541,0.013888557703617271,1.0,0.0,60
distance_specificity,curvature,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.03755758022861412,0.03601145473378818,0.03910684593630801,1.0,0.0,60
distance_specificity,curvature,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.05394100317340952,0.051879294013735255,0.05599351407037983,1.0,0.0,60
distance_specificity,curvature,neural,true-full,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.013427171969344905,0.01296681546201354,0.013890671594547195,1.0,0.0,60
distance_specificity,curvature,neural,true-full,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.03755758022861412,0.03605914179425025,0.039208936071085776,1.0,0.0,60
distance_specificity,curvature,neural,true-full,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.05394100317340952,0.05186621721569559,0.05604093147926443,1.0,0.0,60
distance_specificity,curvature,neural,true-subset,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.013427171969344905,0.012957912382250024,0.013905114861490094,1.0,0.0,60
distance_specificity,curvature,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.03755758022861412,0.03608645899800116,0.03920342463709384,1.0,0.0,60
distance_specificity,curvature,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.05394100317340952,0.05184157966466119,0.05597548626235431,1.0,0.0,60
distance_specificity,curvature,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,0.7166666666666667,0.6,0.8333333333333334,-0.00035903555417033176,-0.0005028024560230342,-0.0002275828575804997,0.18333333333333332,0.0,60
distance_specificity,curvature,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.7166666666666667,0.6,0.8333333333333334,-0.005227595645994542,-0.007077993611686432,-0.0035180116706586785,0.2,0.016666666666666666,60
distance_specificity,curvature,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.7666666666666667,0.65,0.8666666666666667,-0.022314641682347765,-0.031048460740766285,-0.015053705240194712,0.18333333333333332,0.0,60
distance_specificity,curvature,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.7166666666666667,0.6,0.8333333333333334,-0.00035903555417033176,-0.0004985654458022768,-0.00022650682621004378,0.18333333333333332,0.0,60
distance_specificity,curvature,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.7166666666666667,0.6,0.8333333333333334,-0.005227595645994542,-0.007111142960943267,-0.0035186742972106444,0.2,0.016666666666666666,60
distance_specificity,curvature,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.7666666666666667,0.65,0.8666666666666667,-0.022314641682347765,-0.03093874672673987,-0.014810912236979818,0.18333333333333332,0.0,60
distance_specificity,curvature,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.7166666666666667,0.6,0.8333333333333334,-0.00035903555417033176,-0.0004981360274254398,-0.0002260242520202341,0.18333333333333332,0.0,60
distance_specificity,curvature,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.7166666666666667,0.6,0.8333333333333334,-0.005227595645994542,-0.007036619953242519,-0.0035507889821972645,0.2,0.016666666666666666,60
distance_specificity,curvature,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.7666666666666667,0.6666666666666666,0.8666666666666667,-0.022314641682347765,-0.030900303450208676,-0.014814941287390129,0.18333333333333332,0.0,60
distance_specificity,direction,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.011606087545631938,0.011109042797969324,0.012122483278078503,1.0,0.0,60
distance_specificity,direction,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.033451418707346366,0.032144104431577364,0.03473554225365094,1.0,0.0,60
distance_specificity,direction,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.048142144377153286,0.04601673500933618,0.05022292950444343,1.0,0.0,60
distance_specificity,direction,neural,true-full,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.011606087545631938,0.011121977454422331,0.012107633572779603,1.0,0.0,60
distance_specificity,direction,neural,true-full,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.033451418707346366,0.03221110449476342,0.034763586458670594,1.0,0.0,60
distance_specificity,direction,neural,true-full,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.048142144377153286,0.046040882454031755,0.050196782270195646,1.0,0.0,60
distance_specificity,direction,neural,true-subset,0.525,0.01,0.55,0.55,0.1,0.0,0.0,0.0,0.011606087545631938,0.011111296633731498,0.012119556105087905,1.0,0.0,60
distance_specificity,direction,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.0,0.0,0.0,0.033451418707346366,0.032172923600143996,0.03473522077003248,1.0,0.0,60
distance_specificity,direction,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.048142144377153286,0.046069726483541795,0.05019875055154907,1.0,0.0,60
distance_specificity,direction,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,0.6333333333333333,0.5166666666666667,0.75,-0.0002244729703239225,-0.00032467883525165783,-0.0001255443741465241,0.15,0.0,60
distance_specificity,direction,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.75,0.6333333333333333,0.85,-0.0026405591327617536,-0.003428230900398988,-0.0018731080234710683,0.13333333333333333,0.016666666666666666,60
distance_specificity,direction,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.7833333333333333,0.6833333333333333,0.8833333333333333,-0.011938351102203544,-0.014790450069786118,-0.009127715870810368,0.13333333333333333,0.05,60
distance_specificity,direction,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.6333333333333333,0.5166666666666667,0.75,-0.0002244729703239225,-0.0003243953394812007,-0.00012301059553084393,0.15,0.0,60
distance_specificity,direction,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.75,0.65,0.85,-0.0026405591327617536,-0.0033943011016402047,-0.0018637448786889227,0.13333333333333333,0.016666666666666666,60
distance_specificity,direction,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.7833333333333333,0.6666666666666666,0.8833333333333333,-0.011938351102203544,-0.014744336259774234,-0.009205221012743738,0.13333333333333333,0.05,60
distance_specificity,direction,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.6333333333333333,0.5166666666666667,0.75,-0.0002244729703239225,-0.00032329887771836676,-0.0001266753268920798,0.15,0.0,60
distance_specificity,direction,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.75,0.6333333333333333,0.85,-0.0026405591327617536,-0.0033933362142734183,-0.0018816179235779033,0.13333333333333333,0.016666666666666666,60
distance_specificity,direction,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.7833333333333333,0.6833333333333333,0.8833333333333333,-0.011938351102203544,-0.014845909463518457,-0.009216269879594372,0.13333333333333333,0.05,60
distance_specificity,inflection,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.65,0.5333333333333333,0.7666666666666667,-0.0054377328622018835,-0.00796768439598677,-0.003225895735438983,0.35,0.43333333333333335,60
distance_specificity,inflection,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.16666666666666666,0.08333333333333333,0.26666666666666666,0.0032916651115578997,0.002003012635166428,0.004612421043059112,0.8333333333333334,0.05,60
distance_specificity,inflection,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.05069126434313837,0.04496366056627044,0.056809009005221005,1.0,0.0,60
distance_specificity,inflection,neural,true-full,0.525,0.01,0.55,0.55,0.1,0.7333333333333333,0.6166666666666667,0.85,-0.006323334768374512,-0.008567770950423633,-0.004301521326408049,0.26666666666666666,0.6166666666666667,60
distance_specificity,inflection,neural,true-full,0.525,0.01,0.55,0.55,0.4,0.8333333333333334,0.7333333333333333,0.9166666666666666,-0.010442285561689135,-0.01370625751741485,-0.007392871741202437,0.13333333333333333,0.25,60
distance_specificity,inflection,neural,true-full,0.525,0.01,0.55,0.55,0.8,0.8333333333333334,0.7333333333333333,0.9166666666666666,-0.04685918725334579,-0.059341258152309034,-0.03525421385915449,0.11666666666666667,0.31666666666666665,60
distance_specificity,inflection,neural,true-subset,0.525,0.01,0.55,0.55,0.1,1.0,1.0,1.0,-0.0020889015149201085,-0.002189211378121986,-0.0019843193563595244,0.0,0.5,60
distance_specificity,inflection,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.4166666666666667,0.3,0.55,0.0005952264095941961,6.071486713388817e-05,0.0011146772991015253,0.5166666666666667,0.0,60
distance_specificity,inflection,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.0,0.0,0.0,0.00904299380029861,0.00736181205009165,0.010801039248170833,0.8,0.0,60
distance_specificity,inflection,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,0.9,0.8166666666666667,0.9666666666666667,-0.005444443108679991,-0.007866861476495143,-0.003357803849539013,0.1,0.8,60
distance_specificity,inflection,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.9,0.8166666666666667,0.9666666666666667,-0.004102157436140073,-0.004922325480075098,-0.0032786061767486455,0.08333333333333333,0.6166666666666667,60
distance_specificity,inflection,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.024946881340699126,-0.03358609293139629,-0.016906922562875425,0.16666666666666666,0.6666666666666666,60
distance_specificity,inflection,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.8,0.7,0.9,-0.01032777613366556,-0.013396220913525513,-0.007471363163441201,0.2,0.7166666666666667,60
distance_specificity,inflection,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.9166666666666666,0.8333333333333334,0.9833333333333333,-0.029875312805940375,-0.03675233834005907,-0.02326864221115992,0.08333333333333333,0.8166666666666667,60
distance_specificity,inflection,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.9333333333333333,0.8666666666666667,0.9833333333333333,-0.08960260015200876,-0.10351508483487207,-0.07616432360853491,0.05,0.8666666666666667,60
distance_specificity,inflection,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.9666666666666667,0.9166666666666666,1.0,-0.0022203164284543522,-0.0024185953780136707,-0.002003431765876783,0.03333333333333333,0.8666666666666667,60
distance_specificity,inflection,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.85,0.75,0.9333333333333333,-0.006768931895371888,-0.008274488718898357,-0.00521593530377046,0.15,0.7,60
distance_specificity,inflection,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.8666666666666667,0.7833333333333333,0.95,-0.027044558672491576,-0.034873064381676824,-0.018832302416292128,0.11666666666666667,0.6833333333333333,60
distance_specificity,regime,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.26666666666666666,0.15,0.38333333333333336,-0.0017465855120701527,-0.005965606200304132,0.001703889516662977,0.5,0.05,60
distance_specificity,regime,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.6666666666666666,0.55,0.7833333333333333,-0.07400442429252971,-0.1008323608217647,-0.04933918859609533,0.3,0.25,60
distance_specificity,regime,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.8666666666666667,0.7833333333333333,0.95,-0.2917424817861995,-0.3538512708004618,-0.23466049050881652,0.1,0.5666666666666667,60
distance_specificity,regime,neural,true-full,0.525,0.01,0.55,0.55,0.1,1.0,1.0,1.0,-0.17433965018771244,-0.20486410935782431,-0.14428524379873317,0.0,0.9666666666666667,60
distance_specificity,regime,neural,true-full,0.525,0.01,0.55,0.55,0.4,1.0,1.0,1.0,-0.327639632140053,-0.36913094451220696,-0.28656957873802064,0.0,0.9666666666666667,60
distance_specificity,regime,neural,true-full,0.525,0.01,0.55,0.55,0.8,1.0,1.0,1.0,-0.5033316488507025,-0.563894576410748,-0.44465190439832647,0.0,0.8833333333333333,60
distance_specificity,regime,neural,true-subset,0.525,0.01,0.55,0.55,0.1,0.5666666666666667,0.43333333333333335,0.6833333333333333,-0.0006173801609707302,-0.002664640902243663,0.0015081540810720335,0.4,0.0,60
distance_specificity,regime,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.6333333333333333,0.5166666666666667,0.75,-0.012899334683580534,-0.020203025804745797,-0.005629637956862308,0.31666666666666665,0.0,60
distance_specificity,regime,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.6833333333333333,0.5666666666666667,0.8,-0.024470934366389654,-0.03381257521621605,-0.015076280162315395,0.3,0.0,60
distance_specificity,regime,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,0.4166666666666667,0.3,0.55,-0.005454582521731208,-0.01150404249172506,-0.00020100834250249888,0.4666666666666667,0.13333333333333333,60
distance_specificity,regime,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.7666666666666667,0.65,0.8666666666666667,-0.09135657212100733,-0.12376255472800564,-0.059679829191505544,0.23333333333333334,0.4166666666666667,60
distance_specificity,regime,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.5666666666666667,0.43333333333333335,0.6833333333333333,-0.14621879511408226,-0.21836220260563113,-0.07732141316998387,0.43333333333333335,0.43333333333333335,60
distance_specificity,regime,spline,true-full,0.525,0.01,0.55,0.55,0.1,1.0,1.0,1.0,-0.18162814155822835,-0.21293759593413247,-0.15125025422620642,0.0,0.9833333333333333,60
distance_specificity,regime,spline,true-full,0.525,0.01,0.55,0.55,0.4,1.0,1.0,1.0,-0.3184826745937351,-0.3563343798864307,-0.2799704175786823,0.0,0.9333333333333333,60
distance_specificity,regime,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.5833333333333334,0.45,0.7,-0.08967591034548182,-0.16648163520531284,-0.010906447427337063,0.4166666666666667,0.45,60
distance_specificity,regime,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.8833333333333333,0.8,0.95,-0.00925314129000494,-0.010926373735203089,-0.0076421534130195,0.1,0.4166666666666667,60
distance_specificity,regime,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.7666666666666667,0.65,0.8666666666666667,-0.04316417464275053,-0.05752701980325905,-0.029240170702689226,0.23333333333333334,0.5,60
distance_specificity,regime,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.43333333333333335,0.31666666666666665,0.5666666666666667,0.0349537990972761,-0.02132578214653595,0.08994565456406005,0.55,0.2,60
distance_specificity,turning,neural,biased-specific,0.525,0.01,0.55,0.55,0.1,0.7,0.5833333333333334,0.8166666666666667,-0.035262035558841415,-0.046422262488070444,-0.024615832643185443,0.25,0.5166666666666667,60
distance_specificity,turning,neural,biased-specific,0.525,0.01,0.55,0.55,0.4,0.5,0.38333333333333336,0.6333333333333333,0.0017200760783475666,-0.005264351437708793,0.008720111631048539,0.48333333333333334,0.16666666666666666,60
distance_specificity,turning,neural,biased-specific,0.525,0.01,0.55,0.55,0.8,0.11666666666666667,0.05,0.2,0.05474403384822351,0.041535056431379704,0.06754431471869045,0.85,0.0,60
distance_specificity,turning,neural,true-full,0.525,0.01,0.55,0.55,0.1,0.8833333333333333,0.8,0.95,-0.020551348588523068,-0.02553303325039142,-0.015690151390027777,0.11666666666666667,0.7333333333333333,60
distance_specificity,turning,neural,true-full,0.525,0.01,0.55,0.55,0.4,1.0,1.0,1.0,-0.05427660321606632,-0.062447969927263716,-0.0468306294617164,0.0,0.6333333333333333,60
distance_specificity,turning,neural,true-full,0.525,0.01,0.55,0.55,0.8,0.9166666666666666,0.8333333333333334,0.9833333333333333,-0.11136523969652101,-0.13232126797541438,-0.09057255067381825,0.08333333333333333,0.4166666666666667,60
distance_specificity,turning,neural,true-subset,0.525,0.01,0.55,0.55,0.1,0.8833333333333333,0.8,0.95,-0.009105743133469981,-0.010846587914676329,-0.0073828312737664005,0.11666666666666667,0.4,60
distance_specificity,turning,neural,true-subset,0.525,0.01,0.55,0.55,0.4,0.85,0.75,0.9333333333333333,-0.011208191071130627,-0.012998364990206637,-0.009350483177123755,0.03333333333333333,0.05,60
distance_specificity,turning,neural,true-subset,0.525,0.01,0.55,0.55,0.8,0.8833333333333333,0.8,0.95,-0.012226714596286188,-0.014126761322607352,-0.010258673067848612,0.08333333333333333,0.0,60
distance_specificity,turning,spline,biased-specific,0.525,0.01,0.55,0.55,0.1,1.0,1.0,1.0,-0.0461603275721979,-0.0569361047706249,-0.03591233795564074,0.0,1.0,60
distance_specificity,turning,spline,biased-specific,0.525,0.01,0.55,0.55,0.4,0.9833333333333333,0.95,1.0,-0.031056528800772445,-0.03705824097609393,-0.02558810708000043,0.016666666666666666,0.8,60
distance_specificity,turning,spline,biased-specific,0.525,0.01,0.55,0.55,0.8,0.9,0.8166666666666667,0.9666666666666667,-0.1760702250681441,-0.2215880653069556,-0.13233399481195837,0.1,0.7833333333333333,60
distance_specificity,turning,spline,true-full,0.525,0.01,0.55,0.55,0.1,0.8333333333333334,0.7333333333333333,0.9166666666666666,-0.022774991453315557,-0.028307521293710433,-0.017207838001131577,0.16666666666666666,0.7666666666666667,60
distance_specificity,turning,spline,true-full,0.525,0.01,0.55,0.55,0.4,0.9666666666666667,0.9166666666666666,1.0,-0.06880198164557455,-0.07942511764149943,-0.058386112406333034,0.03333333333333333,0.9333333333333333,60
distance_specificity,turning,spline,true-full,0.525,0.01,0.55,0.55,0.8,0.9333333333333333,0.8666666666666667,0.9833333333333333,-0.14200793356036945,-0.16178064186331248,-0.12199968148938704,0.06666666666666667,0.8833333333333333,60
distance_specificity,turning,spline,true-subset,0.525,0.01,0.55,0.55,0.1,0.95,0.8833333333333333,1.0,-0.033811978144965976,-0.03988777166098021,-0.02800260164245514,0.05,0.9166666666666666,60
distance_specificity,turning,spline,true-subset,0.525,0.01,0.55,0.55,0.4,0.9666666666666667,0.9166666666666666,1.0,-0.02614234773123545,-0.030433366061354213,-0.022017163957248526,0.03333333333333333,0.7666666666666667,60
distance_specificity,turning,spline,true-subset,0.525,0.01,0.55,0.55,0.8,0.9166666666666666,0.8333333333333334,0.9833333333333333,-0.21714519501358234,-0.2538783925653787,-0.18100899443491086,0.05,0.85,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.1,0.15,0.4,0.0,0.0,0.0,0.05031979113221183,0.04790706308537085,0.052641898130149,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.1,0.45,0.4,0.0,0.0,0.0,0.06418153511838467,0.061566933748269104,0.06679973155122741,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.1,0.85,0.4,0.0,0.0,0.0,0.05391762189974415,0.0509663479756467,0.05687339847578354,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.45,0.15,0.4,0.0,0.0,0.0,0.04957715792553836,0.04730444878513335,0.051894765246135406,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.45,0.45,0.4,0.0,0.0,0.0,0.06453267885960261,0.06175512649307973,0.06716623150622686,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.45,0.85,0.4,0.0,0.0,0.0,0.05459285802286185,0.05158939995803145,0.057460794854721664,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.8,0.15,0.4,0.0,0.0,0.0,0.05218413530510544,0.050156391332246524,0.05431987800880241,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.8,0.45,0.4,0.0,0.0,0.0,0.06867549447373325,0.06564676476107177,0.07168559339621657,1.0,0.0,60
exposure_effect,asymptote,neural,true-full,0.525,0.01,0.8,0.85,0.4,0.0,0.0,0.0,0.05415891616994971,0.05097939157130591,0.057498173931885985,1.0,0.0,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.1,0.15,0.4,0.13333333333333333,0.05,0.23333333333333334,0.011251478870722368,0.00796829164679593,0.014988547211848417,0.8666666666666667,0.016666666666666666,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.1,0.45,0.4,0.05,0.0,0.11666666666666667,0.029688837381980922,0.02419598519949836,0.035169642981704614,0.95,0.03333333333333333,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.1,0.85,0.4,0.016666666666666666,0.0,0.05,0.03935909526421296,0.03207091663219535,0.04713190079265387,0.9666666666666667,0.016666666666666666,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.45,0.15,0.4,0.15,0.06666666666666667,0.25,0.012047879474125323,0.008906113701141489,0.015575119821634717,0.85,0.05,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.45,0.45,0.4,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.02699777854769856,0.021855076180125513,0.0327736418263544,0.9166666666666666,0.03333333333333333,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.45,0.85,0.4,0.03333333333333333,0.0,0.08333333333333333,0.03992938154660403,0.03220401843997191,0.04820321482929837,0.9666666666666667,0.0,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.8,0.15,0.4,0.2,0.1,0.3,0.013356009554154221,0.010060143358145323,0.01689414045384311,0.8,0.06666666666666667,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.8,0.45,0.4,0.05,0.0,0.11666666666666667,0.032474717220534126,0.025781570024705644,0.039670195202050014,0.95,0.0,60
exposure_effect,asymptote,spline,true-full,0.525,0.01,0.8,0.85,0.4,0.016666666666666666,0.0,0.05,0.04269365600697303,0.03385984521035507,0.052409368486395824,0.9666666666666667,0.0,60
exposure_effect,bound,neural,true-full,0.525,0.01,0.1,0.15,0.4,0.2833333333333333,0.16666666666666666,0.4,0.02509422333472537,0.016586098530065443,0.03322734616915326,0.7,0.0,60
exposure_effect,bound,neural,true-full,0.525,0.01,0.1,0.45,0.4,0.26666666666666666,0.16666666666666666,0.38333333333333336,0.018697077538209365,0.01055442664165004,0.027095751035952617,0.6166666666666667,0.0,60
exposure_effect,bound,neural,true-full,0.525,0.01,0.1,0.85,0.4,0.23333333333333334,0.13333333333333333,0.3333333333333333,0.019211230183907843,0.011500321643239242,0.02686469303644125,0.6666666666666666,0.0,60
