factorial,primitive,generator,action,support_fraction,noise_ratio,exposure,effect_strength,ood_distance,n,robust_unsafe_rate,robust_catastrophic_rate,mean_raw_utility,beneficial_both_engines_rate
exposure_effect,bound,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.45,0.0,0.019348601633214196,0.35
exposure_effect,bound,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,0.15,0.0,0.026866780924229623,0.75
exposure_effect,bound,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,0.6,0.05,0.0217667310670892,0.25
exposure_effect,curvature,basis,true-full,0.525,0.01,0.1,0.15,0.4,20,0.75,0.0,0.012780026174968692,0.25
exposure_effect,curvature,basis,true-full,0.525,0.01,0.1,0.45,0.4,20,0.85,0.0,0.01505630610969495,0.15
exposure_effect,curvature,basis,true-full,0.525,0.01,0.1,0.85,0.4,20,0.65,0.0,0.0177286592032145,0.3
exposure_effect,curvature,basis,true-full,0.525,0.01,0.45,0.15,0.4,20,0.8,0.0,0.013028545419620452,0.2
exposure_effect,curvature,basis,true-full,0.525,0.01,0.45,0.45,0.4,20,0.85,0.05,0.013191997269753281,0.05
exposure_effect,curvature,basis,true-full,0.525,0.01,0.45,0.85,0.4,20,0.8,0.0,0.01804650011033194,0.15
exposure_effect,curvature,basis,true-full,0.525,0.01,0.8,0.15,0.4,20,0.75,0.0,0.012990768418606908,0.1
exposure_effect,curvature,basis,true-full,0.525,0.01,0.8,0.45,0.4,20,0.9,0.0,0.015529717021334663,0.1
exposure_effect,curvature,basis,true-full,0.525,0.01,0.8,0.85,0.4,20,0.8,0.0,0.02028891051062144,0.2
exposure_effect,curvature,ode,true-full,0.525,0.01,0.1,0.15,0.4,20,0.75,0.0,0.012884496498573126,0.2
exposure_effect,curvature,ode,true-full,0.525,0.01,0.1,0.45,0.4,20,0.9,0.05,0.016214001769037027,0.1
exposure_effect,curvature,ode,true-full,0.525,0.01,0.1,0.85,0.4,20,0.8,0.0,0.01772159337292726,0.1
exposure_effect,curvature,ode,true-full,0.525,0.01,0.45,0.15,0.4,20,0.95,0.0,0.01270940245444637,0.0
exposure_effect,curvature,ode,true-full,0.525,0.01,0.45,0.45,0.4,20,0.75,0.0,0.015943099259673788,0.2
exposure_effect,curvature,ode,true-full,0.525,0.01,0.45,0.85,0.4,20,0.7,0.0,0.018895365260179642,0.25
exposure_effect,curvature,ode,true-full,0.525,0.01,0.8,0.15,0.4,20,0.95,0.0,0.011107026539934103,0.05
exposure_effect,curvature,ode,true-full,0.525,0.01,0.8,0.45,0.4,20,0.85,0.0,0.015565090103028811,0.05
exposure_effect,curvature,ode,true-full,0.525,0.01,0.8,0.85,0.4,20,0.75,0.0,0.01925356929084218,0.25
exposure_effect,curvature,spline,true-full,0.525,0.01,0.1,0.15,0.4,20,0.85,0.05,0.01087934470184564,0.1
exposure_effect,curvature,spline,true-full,0.525,0.01,0.1,0.45,0.4,20,0.6,0.0,0.015359252675511003,0.25
exposure_effect,curvature,spline,true-full,0.525,0.01,0.1,0.85,0.4,20,0.9,0.0,0.016723673662534883,0.1
exposure_effect,curvature,spline,true-full,0.525,0.01,0.45,0.15,0.4,20,0.85,0.05,0.01357751379023473,0.1
exposure_effect,curvature,spline,true-full,0.525,0.01,0.45,0.45,0.4,20,0.75,0.0,0.016231119965233992,0.25
exposure_effect,curvature,spline,true-full,0.525,0.01,0.45,0.85,0.4,20,0.7,0.05,0.020202117226792417,0.25
exposure_effect,curvature,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.9,0.05,0.013572711214322547,0.05
exposure_effect,curvature,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,0.75,0.1,0.016334621537699396,0.2
exposure_effect,curvature,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,0.95,0.0,0.01623719056672305,0.05
exposure_effect,direction,basis,true-full,0.525,0.01,0.1,0.15,0.4,20,0.8,0.0,0.015455682967040469,0.15
exposure_effect,direction,basis,true-full,0.525,0.01,0.1,0.45,0.4,20,0.65,0.05,0.016431559217811934,0.15
exposure_effect,direction,basis,true-full,0.525,0.01,0.1,0.85,0.4,20,0.85,0.0,0.015763905495322354,0.05
exposure_effect,direction,basis,true-full,0.525,0.01,0.45,0.15,0.4,20,0.75,0.0,0.014792457105188034,0.25
exposure_effect,direction,basis,true-full,0.525,0.01,0.45,0.45,0.4,20,0.75,0.0,0.015037168418808112,0.25
exposure_effect,direction,basis,true-full,0.525,0.01,0.45,0.85,0.4,20,0.75,0.0,0.016913363464270467,0.2
exposure_effect,direction,basis,true-full,0.525,0.01,0.8,0.15,0.4,20,0.75,0.0,0.01604727613429176,0.1
exposure_effect,direction,basis,true-full,0.525,0.01,0.8,0.45,0.4,20,0.75,0.0,0.01578336776957175,0.2
exposure_effect,direction,basis,true-full,0.525,0.01,0.8,0.85,0.4,20,0.5,0.05,0.01641679544766754,0.3
exposure_effect,direction,ode,true-full,0.525,0.01,0.1,0.15,0.4,20,0.55,0.0,0.01383154875427683,0.3
exposure_effect,direction,ode,true-full,0.525,0.01,0.1,0.45,0.4,20,0.85,0.05,0.01403798037873107,0.05
exposure_effect,direction,ode,true-full,0.525,0.01,0.1,0.85,0.4,20,0.8,0.05,0.012857387767345446,0.2
exposure_effect,direction,ode,true-full,0.525,0.01,0.45,0.15,0.4,20,0.7,0.0,0.01399965792690006,0.2
exposure_effect,direction,ode,true-full,0.525,0.01,0.45,0.45,0.4,20,0.65,0.0,0.014004417138572617,0.25
exposure_effect,direction,ode,true-full,0.525,0.01,0.45,0.85,0.4,20,0.9,0.0,0.013308810172089788,0.0
exposure_effect,direction,ode,true-full,0.525,0.01,0.8,0.15,0.4,20,0.75,0.0,0.013602677732628504,0.2
exposure_effect,direction,ode,true-full,0.525,0.01,0.8,0.45,0.4,20,0.85,0.0,0.013844754319001415,0.05
exposure_effect,direction,ode,true-full,0.525,0.01,0.8,0.85,0.4,20,0.75,0.0,0.014084103850984788,0.2
exposure_effect,direction,spline,true-full,0.525,0.01,0.1,0.15,0.4,20,0.65,0.0,0.014973172252762502,0.25
exposure_effect,direction,spline,true-full,0.525,0.01,0.1,0.45,0.4,20,0.8,0.0,0.014587002732173995,0.2
exposure_effect,direction,spline,true-full,0.525,0.01,0.1,0.85,0.4,20,0.65,0.0,0.01510296512053246,0.25
exposure_effect,direction,spline,true-full,0.525,0.01,0.45,0.15,0.4,20,0.75,0.0,0.015550591656675498,0.25
exposure_effect,direction,spline,true-full,0.525,0.01,0.45,0.45,0.4,20,0.6,0.0,0.014761886531160085,0.2
exposure_effect,direction,spline,true-full,0.525,0.01,0.45,0.85,0.4,20,0.75,0.05,0.01443923578744635,0.25
exposure_effect,direction,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.85,0.0,0.014737103561530096,0.15
exposure_effect,direction,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,0.6,0.0,0.015619782821808073,0.35
exposure_effect,direction,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,0.75,0.0,0.016002179623140687,0.1
exposure_effect,inflection,basis,true-full,0.525,0.01,0.1,0.15,0.4,20,0.5,0.25,0.00546575655850247,0.5
exposure_effect,inflection,basis,true-full,0.525,0.01,0.1,0.45,0.4,20,0.8,0.65,-0.005766211690423909,0.15
exposure_effect,inflection,basis,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.047848464225475465,0.0
exposure_effect,inflection,basis,true-full,0.525,0.01,0.45,0.15,0.4,20,0.4,0.25,0.005242005826617013,0.6
exposure_effect,inflection,basis,true-full,0.525,0.01,0.45,0.45,0.4,20,0.9,0.85,-0.01115164840775227,0.1
exposure_effect,inflection,basis,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,0.95,-0.043299718872469466,0.0
exposure_effect,inflection,basis,true-full,0.525,0.01,0.8,0.15,0.4,20,0.45,0.35,0.005556038261327218,0.55
exposure_effect,inflection,basis,true-full,0.525,0.01,0.8,0.45,0.4,20,0.95,0.85,-0.012897270029424038,0.05
exposure_effect,inflection,basis,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,0.9,-0.04600926957518305,0.0
exposure_effect,inflection,ode,true-full,0.525,0.01,0.1,0.15,0.4,20,0.6,0.4,0.005898247292759252,0.4
exposure_effect,inflection,ode,true-full,0.525,0.01,0.1,0.45,0.4,20,0.9,0.8,-0.014499061898379979,0.1
exposure_effect,inflection,ode,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,0.95,-0.04381245107335506,0.0
exposure_effect,inflection,ode,true-full,0.525,0.01,0.45,0.15,0.4,20,0.45,0.3,0.00492823243710971,0.55
exposure_effect,inflection,ode,true-full,0.525,0.01,0.45,0.45,0.4,20,0.85,0.6,-0.007703222575711067,0.15
exposure_effect,inflection,ode,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,0.95,-0.050447288342498765,0.0
exposure_effect,inflection,ode,true-full,0.525,0.01,0.8,0.15,0.4,20,0.4,0.2,0.006422116239596233,0.6
exposure_effect,inflection,ode,true-full,0.525,0.01,0.8,0.45,0.4,20,0.9,0.75,-0.011122283675962512,0.1
exposure_effect,inflection,ode,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,0.9,-0.04057072768367272,0.0
exposure_effect,inflection,spline,true-full,0.525,0.01,0.1,0.15,0.4,20,0.65,0.45,0.0063264342841408945,0.35
exposure_effect,inflection,spline,true-full,0.525,0.01,0.1,0.45,0.4,20,0.85,0.65,-0.007912743230176603,0.15
exposure_effect,inflection,spline,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.05753241214300536,0.0
exposure_effect,inflection,spline,true-full,0.525,0.01,0.45,0.15,0.4,20,0.6,0.4,0.0054433438747723,0.4
exposure_effect,inflection,spline,true-full,0.525,0.01,0.45,0.45,0.4,20,0.95,0.8,-0.01629792139851039,0.05
exposure_effect,inflection,spline,true-full,0.525,0.01,0.45,0.85,0.4,20,0.95,0.9,-0.03606577495286014,0.05
exposure_effect,inflection,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.55,0.4,0.0060232403252449395,0.45
exposure_effect,inflection,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,0.85,0.75,-0.01567342942587768,0.15
exposure_effect,inflection,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.049983109417891934,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.1,0.15,0.4,20,0.8,0.45,-0.03887506104957918,0.2
exposure_effect,regime,basis,true-full,0.525,0.01,0.1,0.45,0.4,20,0.95,0.95,-0.2420820216075879,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.4826218083837609,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.45,0.15,0.4,20,0.8,0.5,-0.05225375422885341,0.2
exposure_effect,regime,basis,true-full,0.525,0.01,0.45,0.45,0.4,20,1.0,1.0,-0.21768133579173302,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.5154195265782475,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.8,0.15,0.4,20,0.9,0.25,-0.0258125474947244,0.1
exposure_effect,regime,basis,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,1.0,-0.3153873949078048,0.0
exposure_effect,regime,basis,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.4828769548484285,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.1,0.15,0.4,20,0.7,0.4,-0.02517047835968216,0.3
exposure_effect,regime,ode,true-full,0.525,0.01,0.1,0.45,0.4,20,1.0,0.9,-0.20415790619761234,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.47499984122278177,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.45,0.15,0.4,20,0.8,0.5,-0.04042214868917794,0.2
exposure_effect,regime,ode,true-full,0.525,0.01,0.45,0.45,0.4,20,1.0,0.85,-0.19148658801979673,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.4434778299200909,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.8,0.15,0.4,20,0.7,0.35,-0.029240809499164595,0.3
exposure_effect,regime,ode,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,0.95,-0.18582441739877534,0.0
exposure_effect,regime,ode,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.5714805130748856,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.1,0.15,0.4,20,0.85,0.4,-0.034815426741122424,0.15
exposure_effect,regime,spline,true-full,0.525,0.01,0.1,0.45,0.4,20,1.0,0.85,-0.20075721750790843,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.6132149387673145,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.45,0.15,0.4,20,0.75,0.2,-0.016792755303813477,0.2
exposure_effect,regime,spline,true-full,0.525,0.01,0.45,0.45,0.4,20,1.0,0.95,-0.2563288398253142,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.47754411011155967,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.9,0.2,-0.03219285284670577,0.1
exposure_effect,regime,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,1.0,-0.1990328547788489,0.0
exposure_effect,regime,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.4378121821860206,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.1,0.15,0.4,20,0.85,0.6,0.008253740313982889,0.15
exposure_effect,turning,basis,true-full,0.525,0.01,0.1,0.45,0.4,20,1.0,0.75,-0.033042401685989035,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.16210979739419185,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.45,0.15,0.4,20,0.7,0.6,0.006782245572006918,0.25
exposure_effect,turning,basis,true-full,0.525,0.01,0.45,0.45,0.4,20,0.95,0.9,-0.047874106725460885,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.16397020230609144,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.8,0.15,0.4,20,0.65,0.55,0.007735461803937624,0.3
exposure_effect,turning,basis,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,0.9,-0.039464299937425576,0.0
exposure_effect,turning,basis,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.10628354197294927,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.1,0.15,0.4,20,0.8,0.65,0.007239788976127747,0.15
exposure_effect,turning,ode,true-full,0.525,0.01,0.1,0.45,0.4,20,1.0,0.85,-0.04100794085527104,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.160028323970379,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.45,0.15,0.4,20,0.7,0.55,0.004562798637689136,0.3
exposure_effect,turning,ode,true-full,0.525,0.01,0.45,0.45,0.4,20,1.0,0.9,-0.041503444303716455,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.1482961073256765,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.8,0.15,0.4,20,0.75,0.7,0.0019700136936611503,0.25
exposure_effect,turning,ode,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,0.95,-0.04859250048797472,0.0
exposure_effect,turning,ode,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.1526865416572702,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.1,0.15,0.4,20,0.8,0.55,0.006651278829028782,0.15
exposure_effect,turning,spline,true-full,0.525,0.01,0.1,0.45,0.4,20,1.0,0.85,-0.04267994137764945,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.1,0.85,0.4,20,1.0,1.0,-0.13081239713626835,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.45,0.15,0.4,20,0.65,0.45,0.007728193283181821,0.3
exposure_effect,turning,spline,true-full,0.525,0.01,0.45,0.45,0.4,20,0.95,0.8,-0.037999986953884936,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.45,0.85,0.4,20,1.0,1.0,-0.1321054524081593,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.8,0.15,0.4,20,0.55,0.55,0.007223483000891287,0.45
exposure_effect,turning,spline,true-full,0.525,0.01,0.8,0.45,0.4,20,1.0,0.9,-0.04627796637581464,0.0
exposure_effect,turning,spline,true-full,0.525,0.01,0.8,0.85,0.4,20,1.0,1.0,-0.13178155443696943,0.0
support_noise,asymptote,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,0.65,0.2,0.02607675339188434,0.35
support_noise,asymptote,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.15,0.05,0.03244999530583541,0.85
support_noise,asymptote,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.0,0.0,0.06187476470348341,0.95
support_noise,asymptote,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,0.5,0.15,0.029290154557677077,0.5
support_noise,asymptote,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,0.15,0.05,0.040914127870889314,0.85
support_noise,asymptote,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.1,0.0,0.11476270244731852,0.9
support_noise,asymptote,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,0.25,0.15,0.035595259724238264,0.7
support_noise,asymptote,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,0.1,0.05,0.057510714784815356,0.9
support_noise,asymptote,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,0.0,0.0,0.24657895098200636,1.0
support_noise,asymptote,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,0.85,0.6,0.029813251766317862,0.1
support_noise,asymptote,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.35,0.2,0.034225478552997124,0.65
support_noise,asymptote,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.0,0.0,0.06245076073091231,1.0
support_noise,asymptote,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,0.4,0.15,0.0364343542368656,0.6
support_noise,asymptote,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,0.1,0.05,0.051449000095821706,0.9
support_noise,asymptote,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.0,0.0,0.12214264966555785,1.0
support_noise,asymptote,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,0.25,0.1,0.036315966734159384,0.75
support_noise,asymptote,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,0.05,0.0,0.07310655865057605,0.95
support_noise,asymptote,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,0.1,0.0,0.195929722482544,0.9
support_noise,asymptote,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,0.2,0.05,0.029662914561732673,0.8
support_noise,asymptote,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.0,0.0,0.033879975845595406,1.0
support_noise,asymptote,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.0,0.0,0.054548974149879324,1.0
support_noise,asymptote,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,0.05,0.0,0.034569808534432075,0.95
support_noise,asymptote,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,0.05,0.05,0.049467729764254245,0.95
support_noise,asymptote,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,0.0,0.0,0.11532878172032372,1.0
support_noise,asymptote,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,0.05,0.0,0.03782482204989085,0.95
support_noise,asymptote,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,0.0,0.0,0.0791858984959693,1.0
support_noise,asymptote,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,0.0,0.0,0.19665235845451678,1.0
support_noise,bound,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,0.3,0.0,0.013967597313045166,0.55
support_noise,bound,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.4,0.0,0.013201291318734858,0.4
support_noise,bound,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.35,0.1,0.019596922302246106,0.55
support_noise,bound,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,0.5,0.0,0.023328109049857347,0.35
support_noise,bound,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,0.4,0.0,0.031590417332008014,0.35
support_noise,bound,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.6,0.0,0.01850559543011886,0.35
support_noise,bound,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,0.8,0.0,0.035472361485748005,0.15
support_noise,bound,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,0.55,0.0,0.037535532086268523,0.2
support_noise,bound,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,0.65,0.0,0.03933074350909195,0.2
support_noise,bound,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,0.35,0.0,0.020294553750708252,0.5
support_noise,bound,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.4,0.0,0.015415630207603382,0.6
support_noise,bound,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.45,0.05,0.013931704995140038,0.45
support_noise,bound,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,0.45,0.0,0.02620269326511269,0.5
support_noise,bound,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,0.4,0.0,0.0182438328080603,0.45
support_noise,bound,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.75,0.0,0.00832579360318687,0.2
support_noise,bound,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,0.85,0.0,0.031061178296147927,0.05
support_noise,bound,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,0.75,0.0,0.04527733267278901,0.2
support_noise,bound,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,0.75,0.0,0.03721933799358425,0.1
support_noise,bound,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,0.25,0.0,0.012819564454190094,0.75
support_noise,bound,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.4,0.0,0.010964751611103832,0.45
support_noise,bound,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.45,0.0,0.02073637769518697,0.45
support_noise,bound,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,0.35,0.0,0.018923787567908235,0.4
support_noise,bound,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,0.25,0.0,0.0279065819547284,0.55
support_noise,bound,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,0.6,0.0,0.026649633890082663,0.15
support_noise,bound,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,0.65,0.0,0.029992455814437696,0.25
support_noise,bound,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,0.65,0.0,0.026403222152899482,0.2
support_noise,bound,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,0.55,0.0,0.05421943446555836,0.25
support_noise,curvature,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,0.6,0.0,0.01208899068100378,0.25
support_noise,curvature,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.75,0.05,0.011298255620267036,0.15
support_noise,curvature,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.7,0.0,0.009012600453010125,0.15
support_noise,curvature,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,0.65,0.0,0.02024182790956499,0.3
support_noise,curvature,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,0.7,0.0,0.01702899976991475,0.25
support_noise,curvature,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.65,0.0,0.009395353377510154,0.3
support_noise,curvature,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,0.85,0.0,0.024302152426227498,0.1
support_noise,curvature,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,0.95,0.0,0.018411834786452648,0.05
support_noise,curvature,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,0.7,0.05,-0.005176213599805367,0.1
support_noise,curvature,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,0.5,0.0,0.01253326711353421,0.25
support_noise,curvature,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.85,0.05,0.011140210579869105,0.15
support_noise,curvature,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.8,0.0,0.003253325628395845,0.2
support_noise,curvature,ode,true-full,0.525,0.001,0.55,0.55,0.4,20,0.9,0.05,0.019847480189990697,0.05
support_noise,curvature,ode,true-full,0.525,0.01,0.55,0.55,0.4,20,0.75,0.1,0.017616613032603378,0.2
support_noise,curvature,ode,true-full,0.525,0.05,0.55,0.55,0.4,20,0.85,0.0,0.004051916988513102,0.1
support_noise,curvature,ode,true-full,0.7,0.001,0.55,0.55,0.4,20,0.9,0.0,0.025606149745410756,0.0
support_noise,curvature,ode,true-full,0.7,0.01,0.55,0.55,0.4,20,0.75,0.0,0.022025166435018388,0.1
support_noise,curvature,ode,true-full,0.7,0.05,0.55,0.55,0.4,20,0.8,0.1,-0.013665269130508514,0.2
support_noise,curvature,spline,true-full,0.35,0.001,0.55,0.55,0.4,20,0.75,0.0,0.012668414263113234,0.2
support_noise,curvature,spline,true-full,0.35,0.01,0.55,0.55,0.4,20,0.55,0.0,0.011435569661716823,0.4
support_noise,curvature,spline,true-full,0.35,0.05,0.55,0.55,0.4,20,0.85,0.0,0.007196720031526565,0.15
support_noise,curvature,spline,true-full,0.525,0.001,0.55,0.55,0.4,20,0.8,0.0,0.019172991102590006,0.15
support_noise,curvature,spline,true-full,0.525,0.01,0.55,0.55,0.4,20,0.8,0.0,0.01572075171231426,0.2
support_noise,curvature,spline,true-full,0.525,0.05,0.55,0.55,0.4,20,0.8,0.05,0.0018013757822627958,0.2
support_noise,curvature,spline,true-full,0.7,0.001,0.55,0.55,0.4,20,0.65,0.0,0.024555110315957474,0.1
support_noise,curvature,spline,true-full,0.7,0.01,0.55,0.55,0.4,20,0.8,0.0,0.01790384766108536,0.1
support_noise,curvature,spline,true-full,0.7,0.05,0.55,0.55,0.4,20,0.95,0.0,-0.011679573209169538,0.0
support_noise,direction,basis,true-full,0.35,0.001,0.55,0.55,0.4,20,0.7,0.0,0.010930761074114443,0.25
support_noise,direction,basis,true-full,0.35,0.01,0.55,0.55,0.4,20,0.75,0.0,0.010872778409797824,0.15
support_noise,direction,basis,true-full,0.35,0.05,0.55,0.55,0.4,20,0.55,0.0,0.011388783117592437,0.2
support_noise,direction,basis,true-full,0.525,0.001,0.55,0.55,0.4,20,0.7,0.0,0.015722714370608314,0.15
support_noise,direction,basis,true-full,0.525,0.01,0.55,0.55,0.4,20,0.6,0.0,0.017705804548387515,0.3
support_noise,direction,basis,true-full,0.525,0.05,0.55,0.55,0.4,20,0.75,0.0,0.014916432079492278,0.2
support_noise,direction,basis,true-full,0.7,0.001,0.55,0.55,0.4,20,0.9,0.0,0.02187377452481013,0.0
support_noise,direction,basis,true-full,0.7,0.01,0.55,0.55,0.4,20,0.7,0.0,0.02059502451919062,0.15
support_noise,direction,basis,true-full,0.7,0.05,0.55,0.55,0.4,20,0.55,0.05,0.05720917893607771,0.35
support_noise,direction,ode,true-full,0.35,0.001,0.55,0.55,0.4,20,0.7,0.05,0.010267833953273159,0.2
support_noise,direction,ode,true-full,0.35,0.01,0.55,0.55,0.4,20,0.6,0.0,0.010292366659161736,0.25
support_noise,direction,ode,true-full,0.35,0.05,0.55,0.55,0.4,20,0.75,0.0,0.008082051242527779,0.05
