task_id,proposal_index,prefix_exposure,policy,nrmse
35,35,medium,evidence_weighted_residual_mixture,0.08359444348518842
35,35,medium,free_baseline,0.02559920576297819
36,36,high,closed_mechanism,0.2559375610442893
36,36,high,invariant_residual_MAP,0.11643407658327391
36,36,high,invariant_residual_ensemble,0.11921258103487856
36,36,high,evidence_weighted_residual_mixture,0.12005392499573586
36,36,high,free_baseline,0.12479453026876326
36,36,low,closed_mechanism,0.2559375610442893
36,36,low,invariant_residual_MAP,0.3905241211886216
36,36,low,invariant_residual_ensemble,0.24531921288516503
36,36,low,evidence_weighted_residual_mixture,0.2668393521522684
36,36,low,free_baseline,0.2628666784429713
36,36,medium,closed_mechanism,0.2559375610442893
36,36,medium,invariant_residual_MAP,0.5321730876452399
36,36,medium,invariant_residual_ensemble,0.31977196150738035
36,36,medium,evidence_weighted_residual_mixture,0.3222403915283098
36,36,medium,free_baseline,0.5342536095068641
37,37,high,closed_mechanism,0.4496771299183399
37,37,high,invariant_residual_MAP,0.03307922389168513
37,37,high,invariant_residual_ensemble,0.03646554788560057
37,37,high,evidence_weighted_residual_mixture,0.007971984000424396
37,37,high,free_baseline,0.009041681024456209
37,37,low,closed_mechanism,0.4496771299183399
37,37,low,invariant_residual_MAP,0.8838273408145837
37,37,low,invariant_residual_ensemble,0.7820947064582849
37,37,low,evidence_weighted_residual_mixture,0.7821909187027664
37,37,low,free_baseline,0.9273397804203506
37,37,medium,closed_mechanism,0.4496771299183399
37,37,medium,invariant_residual_MAP,0.06136807542285406
37,37,medium,invariant_residual_ensemble,0.023097027597837844
37,37,medium,evidence_weighted_residual_mixture,0.003221935824734642
37,37,medium,free_baseline,0.030024911837324652
38,38,high,closed_mechanism,0.43317444629564766
38,38,high,invariant_residual_MAP,0.01686117977391346
38,38,high,invariant_residual_ensemble,0.052483356653264944
38,38,high,evidence_weighted_residual_mixture,0.03324602611334654
38,38,high,free_baseline,0.00486514540575143
38,38,low,closed_mechanism,0.43317444629564766
38,38,low,invariant_residual_MAP,0.6783034309964687
38,38,low,invariant_residual_ensemble,0.7648124884735095
38,38,low,evidence_weighted_residual_mixture,0.7645215331519266
38,38,low,free_baseline,0.015570379655249397
38,38,medium,closed_mechanism,0.43317444629564766
38,38,medium,invariant_residual_MAP,0.020497092149233728
38,38,medium,invariant_residual_ensemble,0.07387486529240958
38,38,medium,evidence_weighted_residual_mixture,0.0696795525995667
38,38,medium,free_baseline,0.04029968506591675
39,39,high,closed_mechanism,0.32121668809672127
39,39,high,invariant_residual_MAP,0.1252713309734331
39,39,high,invariant_residual_ensemble,0.08083253465067344
39,39,high,evidence_weighted_residual_mixture,0.09068087441815807
39,39,high,free_baseline,0.12416231044037898
39,39,low,closed_mechanism,0.32121668809672127
39,39,low,invariant_residual_MAP,0.2766761976505482
39,39,low,invariant_residual_ensemble,0.27121975702852524
39,39,low,evidence_weighted_residual_mixture,0.2712191495730526
39,39,low,free_baseline,0.27121975702843654
39,39,medium,closed_mechanism,0.32121668809672127
39,39,medium,invariant_residual_MAP,0.1438843768638055
39,39,medium,invariant_residual_ensemble,0.0701517955308069
39,39,medium,evidence_weighted_residual_mixture,0.08177328168265835
39,39,medium,free_baseline,0.3979516071033769
40,40,high,closed_mechanism,0.518484390062283
40,40,high,invariant_residual_MAP,0.03972971787346352
40,40,high,invariant_residual_ensemble,0.052436170711787806
40,40,high,evidence_weighted_residual_mixture,0.012121163483961875
40,40,high,free_baseline,0.013318567481741813
40,40,low,closed_mechanism,0.518484390062283
40,40,low,invariant_residual_MAP,0.18518151112385936
40,40,low,invariant_residual_ensemble,0.01823283363370715
40,40,low,evidence_weighted_residual_mixture,0.042324417763844414
40,40,low,free_baseline,0.7782513132318473
40,40,medium,closed_mechanism,0.518484390062283
40,40,medium,invariant_residual_MAP,0.024826184445939245
40,40,medium,invariant_residual_ensemble,0.10452897103649851
40,40,medium,evidence_weighted_residual_mixture,0.08413128976649004
40,40,medium,free_baseline,0.05872760028462821
41,41,high,closed_mechanism,0.2933067122395624
41,41,high,invariant_residual_MAP,0.032537216280313745
41,41,high,invariant_residual_ensemble,0.07699727548556745
41,41,high,evidence_weighted_residual_mixture,0.06499057573124
41,41,high,free_baseline,0.020242942471368163
41,41,low,closed_mechanism,0.2933067122395624
41,41,low,invariant_residual_MAP,0.41005022217598364
41,41,low,invariant_residual_ensemble,0.21833418299541266
41,41,low,evidence_weighted_residual_mixture,0.2821561211488718
41,41,low,free_baseline,0.5908669903060049
41,41,medium,closed_mechanism,0.2933067122395624
41,41,medium,invariant_residual_MAP,0.29988200623839467
41,41,medium,invariant_residual_ensemble,0.19142263317500327
41,41,medium,evidence_weighted_residual_mixture,0.26424906275336324
41,41,medium,free_baseline,0.18845242558515105
42,42,high,closed_mechanism,0.4933328640571326
42,42,high,invariant_residual_MAP,0.04015194843172384
42,42,high,invariant_residual_ensemble,0.04853937576487961
42,42,high,evidence_weighted_residual_mixture,0.013565504222595023
42,42,high,free_baseline,0.08143750425514487
42,42,low,closed_mechanism,0.4933328640571326
42,42,low,invariant_residual_MAP,0.2102778724824785
42,42,low,invariant_residual_ensemble,0.023838665333752704
42,42,low,evidence_weighted_residual_mixture,0.05727970215096091
42,42,low,free_baseline,0.804668521771143
42,42,medium,closed_mechanism,0.4933328640571326
42,42,medium,invariant_residual_MAP,0.08214674721271922
42,42,medium,invariant_residual_ensemble,0.01676919227907831
42,42,medium,evidence_weighted_residual_mixture,0.09604200687078567
42,42,medium,free_baseline,0.14998108217929212
43,43,high,closed_mechanism,0.3035420460437251
43,43,high,invariant_residual_MAP,0.06513407855570184
43,43,high,invariant_residual_ensemble,0.019406287537319666
43,43,high,evidence_weighted_residual_mixture,0.020683865050502764
43,43,high,free_baseline,0.01846245725214016
43,43,low,closed_mechanism,0.3035420460437251
43,43,low,invariant_residual_MAP,0.171500268725321
43,43,low,invariant_residual_ensemble,0.16277602617499123
43,43,low,evidence_weighted_residual_mixture,0.17186199388863446
43,43,low,free_baseline,0.7010941292420692
43,43,medium,closed_mechanism,0.3035420460437251
43,43,medium,invariant_residual_MAP,0.1689795019826445
43,43,medium,invariant_residual_ensemble,0.07972770075065796
43,43,medium,evidence_weighted_residual_mixture,0.08657334915614429
43,43,medium,free_baseline,0.09234847631512474
44,44,high,closed_mechanism,0.3550841890055746
44,44,high,invariant_residual_MAP,0.06416447281026572
44,44,high,invariant_residual_ensemble,0.014363497877153563
44,44,high,evidence_weighted_residual_mixture,0.010666585556166132
44,44,high,free_baseline,0.03930187798698923
44,44,low,closed_mechanism,0.3550841890055746
44,44,low,invariant_residual_MAP,0.0908276774265505
44,44,low,invariant_residual_ensemble,0.012899507572511158
44,44,low,evidence_weighted_residual_mixture,0.012565967457034847
44,44,low,free_baseline,0.6454388573143268
44,44,medium,closed_mechanism,0.3550841890055746
44,44,medium,invariant_residual_MAP,0.048383911883977844
44,44,medium,invariant_residual_ensemble,0.06219858363401271
44,44,medium,evidence_weighted_residual_mixture,0.06319911965815365
44,44,medium,free_baseline,0.013353454337176465
45,45,high,closed_mechanism,0.3393216830542871
45,45,high,invariant_residual_MAP,0.017949923211146274
45,45,high,invariant_residual_ensemble,0.0059971213631437046
45,45,high,evidence_weighted_residual_mixture,0.00956549203458238
45,45,high,free_baseline,0.016091764420776956
45,45,low,closed_mechanism,0.3393216830542871
45,45,low,invariant_residual_MAP,0.2693240296821152
45,45,low,invariant_residual_ensemble,0.16263916563219208
45,45,low,evidence_weighted_residual_mixture,0.18507310753967102
45,45,low,free_baseline,0.1939548115121581
45,45,medium,closed_mechanism,0.3393216830542871
45,45,medium,invariant_residual_MAP,0.032231048241394895
45,45,medium,invariant_residual_ensemble,0.06782277497120454
45,45,medium,evidence_weighted_residual_mixture,0.08160540173290974
45,45,medium,free_baseline,0.04140610350340534
46,46,high,closed_mechanism,0.3273913816381251
46,46,high,invariant_residual_MAP,0.0037771673070955063
46,46,high,invariant_residual_ensemble,0.04399187922187761
46,46,high,evidence_weighted_residual_mixture,0.034839770000102264
46,46,high,free_baseline,0.020462448884947228
46,46,low,closed_mechanism,0.3273913816381251
46,46,low,invariant_residual_MAP,0.31806546108312955
46,46,low,invariant_residual_ensemble,0.17590625056497214
46,46,low,evidence_weighted_residual_mixture,0.19750505045437639
46,46,low,free_baseline,0.1824164337654405
46,46,medium,closed_mechanism,0.3273913816381251
46,46,medium,invariant_residual_MAP,0.0021446759616777886
46,46,medium,invariant_residual_ensemble,0.06065966036922464
46,46,medium,evidence_weighted_residual_mixture,0.06205051083213142
46,46,medium,free_baseline,0.052450383168921484
47,47,high,closed_mechanism,0.19915090153387302
47,47,high,invariant_residual_MAP,0.00784968508684035
47,47,high,invariant_residual_ensemble,0.030297678835459318
47,47,high,evidence_weighted_residual_mixture,0.022278583582947733
47,47,high,free_baseline,0.011352895832393028
47,47,low,closed_mechanism,0.19915090153387302
47,47,low,invariant_residual_MAP,0.16417437353332964
47,47,low,invariant_residual_ensemble,0.21431420432373188
47,47,low,evidence_weighted_residual_mixture,0.2167043019252021
47,47,low,free_baseline,0.59493735336994
47,47,medium,closed_mechanism,0.19915090153387302
47,47,medium,invariant_residual_MAP,0.05458314939457739
47,47,medium,invariant_residual_ensemble,0.019394733486314448
47,47,medium,evidence_weighted_residual_mixture,0.015187305769394732
47,47,medium,free_baseline,0.30614499630709424
48,48,high,closed_mechanism,0.3058756579719803
48,48,high,invariant_residual_MAP,0.009522303554029042
48,48,high,invariant_residual_ensemble,0.01348864701433848
48,48,high,evidence_weighted_residual_mixture,0.015421453130832109
48,48,high,free_baseline,0.010110424857783086
48,48,low,closed_mechanism,0.3058756579719803
48,48,low,invariant_residual_MAP,0.6290665213262213
48,48,low,invariant_residual_ensemble,0.6946874986645835
48,48,low,evidence_weighted_residual_mixture,0.6957055752949681
48,48,low,free_baseline,0.11220800635356439
48,48,medium,closed_mechanism,0.3058756579719803
48,48,medium,invariant_residual_MAP,0.052998443426967023
48,48,medium,invariant_residual_ensemble,0.024638016389158225
48,48,medium,evidence_weighted_residual_mixture,0.019094097443542717
48,48,medium,free_baseline,0.10435578371655815
49,49,high,closed_mechanism,0.34911673112745745
49,49,high,invariant_residual_MAP,0.030343818320936276
49,49,high,invariant_residual_ensemble,0.05107334664106838
49,49,high,evidence_weighted_residual_mixture,0.029665798567945552
49,49,high,free_baseline,0.0019082703912552254
49,49,low,closed_mechanism,0.34911673112745745
49,49,low,invariant_residual_MAP,0.06264599044303466
49,49,low,invariant_residual_ensemble,0.04826663731061651
49,49,low,evidence_weighted_residual_mixture,0.04855216168416751
49,49,low,free_baseline,0.1185187351685163
49,49,medium,closed_mechanism,0.34911673112745745
49,49,medium,invariant_residual_MAP,0.056388377520771145
49,49,medium,invariant_residual_ensemble,0.051272036016640925
49,49,medium,evidence_weighted_residual_mixture,0.053421966445815774
49,49,medium,free_baseline,0.03999075205648564
50,50,high,closed_mechanism,0.23776184011809792
50,50,high,invariant_residual_MAP,0.026160453596978515
50,50,high,invariant_residual_ensemble,0.010309998587158854
50,50,high,evidence_weighted_residual_mixture,0.005225242268719108
50,50,high,free_baseline,0.022178806078570396
50,50,low,closed_mechanism,0.23776184011809792
50,50,low,invariant_residual_MAP,0.5583628667308935
50,50,low,invariant_residual_ensemble,0.2962677791750456
50,50,low,evidence_weighted_residual_mixture,0.29640990708552845
50,50,low,free_baseline,0.4924870966026598
50,50,medium,closed_mechanism,0.23776184011809792
50,50,medium,invariant_residual_MAP,0.14008970970611043
50,50,medium,invariant_residual_ensemble,0.024550540768799884
50,50,medium,evidence_weighted_residual_mixture,0.03278997707490035
50,50,medium,free_baseline,0.1903328270612662
51,51,high,closed_mechanism,0.31828349875723455
51,51,high,invariant_residual_MAP,0.03892280402831927
51,51,high,invariant_residual_ensemble,0.016036617221048856
51,51,high,evidence_weighted_residual_mixture,0.011989033958224631
51,51,high,free_baseline,0.013556186553996555
51,51,low,closed_mechanism,0.31828349875723455
51,51,low,invariant_residual_MAP,0.11943874117147375
51,51,low,invariant_residual_ensemble,0.13403548424038572
51,51,low,evidence_weighted_residual_mixture,0.14035015389050629
51,51,low,free_baseline,0.716156714989203
51,51,medium,closed_mechanism,0.31828349875723455
51,51,medium,invariant_residual_MAP,0.1091323345225055
51,51,medium,invariant_residual_ensemble,0.03635817004000747
51,51,medium,evidence_weighted_residual_mixture,0.04317924554034358
51,51,medium,free_baseline,0.43670546918314584
52,52,high,closed_mechanism,0.14433252977155028
52,52,high,invariant_residual_MAP,0.015056836602448139
52,52,high,invariant_residual_ensemble,0.055433469581046564
52,52,high,evidence_weighted_residual_mixture,0.04835678225982548
52,52,high,free_baseline,0.0076343336035182095
52,52,low,closed_mechanism,0.14433252977155028
52,52,low,invariant_residual_MAP,0.6357083090318222
52,52,low,invariant_residual_ensemble,0.5519240764720768
52,52,low,evidence_weighted_residual_mixture,0.5538859214570279
52,52,low,free_baseline,0.6034059207433663
52,52,medium,closed_mechanism,0.14433252977155028
52,52,medium,invariant_residual_MAP,0.16344776553703302
52,52,medium,invariant_residual_ensemble,0.1602241621896289
52,52,medium,evidence_weighted_residual_mixture,0.16026337279918837
52,52,medium,free_baseline,0.052129165584070006
53,53,high,closed_mechanism,0.30957664494332776
53,53,high,invariant_residual_MAP,0.09508451904859341
53,53,high,invariant_residual_ensemble,0.04357919110016009
53,53,high,evidence_weighted_residual_mixture,0.05917657380809026
53,53,high,free_baseline,0.11442133746741924
53,53,low,closed_mechanism,0.30957664494332776
53,53,low,invariant_residual_MAP,0.3372122796071674
53,53,low,invariant_residual_ensemble,0.1974211831400956
53,53,low,evidence_weighted_residual_mixture,0.2243438903804233
53,53,low,free_baseline,0.6812704622738909
53,53,medium,closed_mechanism,0.30957664494332776
53,53,medium,invariant_residual_MAP,0.16316425208185262
53,53,medium,invariant_residual_ensemble,0.07765791055630028
53,53,medium,evidence_weighted_residual_mixture,0.08529987542013076
53,53,medium,free_baseline,0.023471847276569757
54,54,high,closed_mechanism,0.3017815433889694
54,54,high,invariant_residual_MAP,0.015264699133209757
54,54,high,invariant_residual_ensemble,0.06268129625203653
54,54,high,evidence_weighted_residual_mixture,0.05300213042694516
54,54,high,free_baseline,0.01832849520504837
54,54,low,closed_mechanism,0.3017815433889694
54,54,low,invariant_residual_MAP,0.40157617499711584
54,54,low,invariant_residual_ensemble,0.20987289110815502
54,54,low,evidence_weighted_residual_mixture,0.255172536581113
54,54,low,free_baseline,0.08049171390737059
54,54,medium,closed_mechanism,0.3017815433889694
54,54,medium,invariant_residual_MAP,0.08620958926212664
54,54,medium,invariant_residual_ensemble,0.12294665136840405
54,54,medium,evidence_weighted_residual_mixture,0.14238257633463583
54,54,medium,free_baseline,0.044948807143653735
55,55,high,closed_mechanism,0.22333539806231625
55,55,high,invariant_residual_MAP,0.09526683329054116
55,55,high,invariant_residual_ensemble,0.0708183770383688
55,55,high,evidence_weighted_residual_mixture,0.0806758902592258
55,55,high,free_baseline,0.22466763640286874
55,55,low,closed_mechanism,0.22333539806231625
55,55,low,invariant_residual_MAP,0.4805239847800813
55,55,low,invariant_residual_ensemble,0.28747597489862625
55,55,low,evidence_weighted_residual_mixture,0.3375831275911817
55,55,low,free_baseline,0.35044733619424223
55,55,medium,closed_mechanism,0.22333539806231625
55,55,medium,invariant_residual_MAP,0.0639149013785076
55,55,medium,invariant_residual_ensemble,0.12877130864589223
55,55,medium,evidence_weighted_residual_mixture,0.12255157939852739
55,55,medium,free_baseline,0.34006675075712717
56,56,high,closed_mechanism,0.4530291939411651
56,56,high,invariant_residual_MAP,0.00913890318278633
56,56,high,invariant_residual_ensemble,0.05809904953419878
56,56,high,evidence_weighted_residual_mixture,0.03689212876338504
56,56,high,free_baseline,0.04106882637724244
56,56,low,closed_mechanism,0.4530291939411651
56,56,low,invariant_residual_MAP,0.25196673511430484
56,56,low,invariant_residual_ensemble,0.05777793754618696
56,56,low,evidence_weighted_residual_mixture,0.09784792969781402
56,56,low,free_baseline,0.6931549729856238
56,56,medium,closed_mechanism,0.4530291939411651
56,56,medium,invariant_residual_MAP,0.13643929500017346
56,56,medium,invariant_residual_ensemble,0.07596297199902581
56,56,medium,evidence_weighted_residual_mixture,0.07547291443243492
56,56,medium,free_baseline,0.4908434118837823
57,57,high,closed_mechanism,0.5409579493452652
57,57,high,invariant_residual_MAP,0.03648162909592754
57,57,high,invariant_residual_ensemble,0.06502723182735184
57,57,high,evidence_weighted_residual_mixture,0.011676883246413515
57,57,high,free_baseline,0.01474494397541316
57,57,low,closed_mechanism,0.5409579493452652
57,57,low,invariant_residual_MAP,0.3725838477222551
57,57,low,invariant_residual_ensemble,0.2846996060013374
57,57,low,evidence_weighted_residual_mixture,0.2852764275309819
57,57,low,free_baseline,0.9660249784981922
57,57,medium,closed_mechanism,0.5409579493452652
57,57,medium,invariant_residual_MAP,0.08523390526684592
57,57,medium,invariant_residual_ensemble,0.04811569396972492
57,57,medium,evidence_weighted_residual_mixture,0.05450471672191589
57,57,medium,free_baseline,0.03174907831379607
58,58,high,closed_mechanism,0.3995239295823458
58,58,high,invariant_residual_MAP,0.012514220916588442
58,58,high,invariant_residual_ensemble,0.08044199066489831
58,58,high,evidence_weighted_residual_mixture,0.0653331379326759
58,58,high,free_baseline,0.022031809374000035
58,58,low,closed_mechanism,0.3995239295823458
58,58,low,invariant_residual_MAP,0.48526530070842644
58,58,low,invariant_residual_ensemble,0.5561336269196908
58,58,low,evidence_weighted_residual_mixture,0.5559321813119842
58,58,low,free_baseline,0.01979337327617951
58,58,medium,closed_mechanism,0.3995239295823458
58,58,medium,invariant_residual_MAP,0.027552513556329834
58,58,medium,invariant_residual_ensemble,0.14050319388923857
58,58,medium,evidence_weighted_residual_mixture,0.13880525734301066
58,58,medium,free_baseline,0.0055916019663761985
59,59,high,closed_mechanism,0.3452280665617452
59,59,high,invariant_residual_MAP,0.1009113803788741
59,59,high,invariant_residual_ensemble,0.04773624858820683
59,59,high,evidence_weighted_residual_mixture,0.06799983146919088
59,59,high,free_baseline,0.09646537816424029
59,59,low,closed_mechanism,0.3452280665617452
59,59,low,invariant_residual_MAP,0.026477196774025102
59,59,low,invariant_residual_ensemble,0.17015794803284576
59,59,low,evidence_weighted_residual_mixture,0.17006273051692752
59,59,low,free_baseline,0.01601372724564691
59,59,medium,closed_mechanism,0.3452280665617452
59,59,medium,invariant_residual_MAP,0.09042799281914762
59,59,medium,invariant_residual_ensemble,0.00416931425735849
59,59,medium,evidence_weighted_residual_mixture,0.006035469398551725
59,59,medium,free_baseline,0.04938846257119415
60,60,high,closed_mechanism,0.3247102017714913
60,60,high,invariant_residual_MAP,0.01172545533632877
60,60,high,invariant_residual_ensemble,0.03701284870511786
60,60,high,evidence_weighted_residual_mixture,0.02225685974261188
60,60,high,free_baseline,0.03014915755945076
60,60,low,closed_mechanism,0.3247102017714913
60,60,low,invariant_residual_MAP,0.14893978524696092
60,60,low,invariant_residual_ensemble,0.06039004671480237
60,60,low,evidence_weighted_residual_mixture,0.061220490235725164
60,60,low,free_baseline,0.14869922342213848
60,60,medium,closed_mechanism,0.3247102017714913
60,60,medium,invariant_residual_MAP,0.15720755013719528
60,60,medium,invariant_residual_ensemble,0.07428740945842452
60,60,medium,evidence_weighted_residual_mixture,0.08412921851554267
60,60,medium,free_baseline,0.16331108780014938
61,61,high,closed_mechanism,0.36853439046184344
61,61,high,invariant_residual_MAP,0.035181058507482245
61,61,high,invariant_residual_ensemble,0.003683332984425748
61,61,high,evidence_weighted_residual_mixture,0.006693855339930699
61,61,high,free_baseline,0.009377246738322615
61,61,low,closed_mechanism,0.36853439046184344
61,61,low,invariant_residual_MAP,0.33594911453767257
61,61,low,invariant_residual_ensemble,0.14228220542557712
61,61,low,evidence_weighted_residual_mixture,0.18443612668833045
61,61,low,free_baseline,0.624651054136896
61,61,medium,closed_mechanism,0.36853439046184344
61,61,medium,invariant_residual_MAP,0.03351851549674473
61,61,medium,invariant_residual_ensemble,0.08985930839942415
61,61,medium,evidence_weighted_residual_mixture,0.09262243930642541
61,61,medium,free_baseline,0.2679711609215548
62,62,high,closed_mechanism,0.5890364776532516
62,62,high,invariant_residual_MAP,0.007646833466959879
62,62,high,invariant_residual_ensemble,0.09543355643820277
62,62,high,evidence_weighted_residual_mixture,0.0143856367760223
62,62,high,free_baseline,0.025538019084526124
62,62,low,closed_mechanism,0.5890364776532516
62,62,low,invariant_residual_MAP,0.9154896188821011
62,62,low,invariant_residual_ensemble,0.9810118581803302
62,62,low,evidence_weighted_residual_mixture,0.9822286904489611
62,62,low,free_baseline,0.32776228045427724
62,62,medium,closed_mechanism,0.5890364776532516
62,62,medium,invariant_residual_MAP,0.0475553815362869
62,62,medium,invariant_residual_ensemble,0.10507104487573021
62,62,medium,evidence_weighted_residual_mixture,0.02479182245871655
62,62,medium,free_baseline,0.05554103825345223
63,63,high,closed_mechanism,0.3289994135570715
63,63,high,invariant_residual_MAP,0.019675048840015228
63,63,high,invariant_residual_ensemble,0.04816996202300677
63,63,high,evidence_weighted_residual_mixture,0.05052322543195697
63,63,high,free_baseline,0.0593884375521838
63,63,low,closed_mechanism,0.3289994135570715
63,63,low,invariant_residual_MAP,0.2605569691362274
63,63,low,invariant_residual_ensemble,0.15100460223185105
63,63,low,evidence_weighted_residual_mixture,0.16316809148376377
63,63,low,free_baseline,0.17678154013734865
63,63,medium,closed_mechanism,0.3289994135570715
63,63,medium,invariant_residual_MAP,0.11936068679306265
63,63,medium,invariant_residual_ensemble,0.028929002708479628
63,63,medium,evidence_weighted_residual_mixture,0.032168871200385814
63,63,medium,free_baseline,0.03519720341950753
64,64,high,closed_mechanism,0.39172021305656174
64,64,high,invariant_residual_MAP,0.12104391223843339
64,64,high,invariant_residual_ensemble,0.05086692768707997
64,64,high,evidence_weighted_residual_mixture,0.08017029983164098
64,64,high,free_baseline,0.09728883516547467
64,64,low,closed_mechanism,0.39172021305656174
64,64,low,invariant_residual_MAP,0.31597283617549016
64,64,low,invariant_residual_ensemble,0.2877441115308885
64,64,low,evidence_weighted_residual_mixture,0.28765621092441734
64,64,low,free_baseline,0.8132134052331208
64,64,medium,closed_mechanism,0.39172021305656174
64,64,medium,invariant_residual_MAP,0.07488620628217366
64,64,medium,invariant_residual_ensemble,0.0974501556110449
64,64,medium,evidence_weighted_residual_mixture,0.10076462724401353
64,64,medium,free_baseline,0.16478675555110397
65,65,high,closed_mechanism,0.26311698006636197
65,65,high,invariant_residual_MAP,0.15802451890746874
65,65,high,invariant_residual_ensemble,0.1352715216056908
65,65,high,evidence_weighted_residual_mixture,0.13709059046564698
65,65,high,free_baseline,0.15578812561536962
65,65,low,closed_mechanism,0.26311698006636197
65,65,low,invariant_residual_MAP,0.33203687487835254
65,65,low,invariant_residual_ensemble,0.23709378268484993
65,65,low,evidence_weighted_residual_mixture,0.2583271957684405
65,65,low,free_baseline,0.6332482327991285
65,65,medium,closed_mechanism,0.26311698006636197
65,65,medium,invariant_residual_MAP,0.24933530886287755
65,65,medium,invariant_residual_ensemble,0.2477770311285619
65,65,medium,evidence_weighted_residual_mixture,0.24777197002258045
65,65,medium,free_baseline,0.5145781696724101
66,66,high,closed_mechanism,0.2373034509714258
66,66,high,invariant_residual_MAP,0.08914977862611945
66,66,high,invariant_residual_ensemble,0.024307743210313138
66,66,high,evidence_weighted_residual_mixture,0.010568786314572287
66,66,high,free_baseline,0.04199258858528418
66,66,low,closed_mechanism,0.2373034509714258
66,66,low,invariant_residual_MAP,0.19735421591814556
66,66,low,invariant_residual_ensemble,0.09004821089652766
66,66,low,evidence_weighted_residual_mixture,0.0900877402809329
66,66,low,free_baseline,0.24661877363565918
66,66,medium,closed_mechanism,0.2373034509714258
66,66,medium,invariant_residual_MAP,0.3061417257988371
66,66,medium,invariant_residual_ensemble,0.25959786795841877
66,66,medium,evidence_weighted_residual_mixture,0.2596135771439034
66,66,medium,free_baseline,0.2595978679584195
67,67,high,closed_mechanism,0.43832272646137405
67,67,high,invariant_residual_MAP,0.06792599956018683
67,67,high,invariant_residual_ensemble,0.043492024729322544
67,67,high,evidence_weighted_residual_mixture,0.04007153130120878
67,67,high,free_baseline,0.09330277029919062
67,67,low,closed_mechanism,0.43832272646137405
67,67,low,invariant_residual_MAP,0.2651182035837295
67,67,low,invariant_residual_ensemble,0.07465867149235367
67,67,low,evidence_weighted_residual_mixture,0.1250302383432092
67,67,low,free_baseline,0.15460455822227293
67,67,medium,closed_mechanism,0.43832272646137405
67,67,medium,invariant_residual_MAP,0.08788184039800313
67,67,medium,invariant_residual_ensemble,0.03110117801793507
67,67,medium,evidence_weighted_residual_mixture,0.07360381094340021
67,67,medium,free_baseline,0.03564173016506153
68,68,high,closed_mechanism,0.22143131322817636
68,68,high,invariant_residual_MAP,0.04023630333558593
68,68,high,invariant_residual_ensemble,0.015423849804321788
68,68,high,evidence_weighted_residual_mixture,0.013142474013262078
68,68,high,free_baseline,0.05202392141275486
68,68,low,closed_mechanism,0.22143131322817636
68,68,low,invariant_residual_MAP,0.4844162288185228
68,68,low,invariant_residual_ensemble,0.2904574826945847
68,68,low,evidence_weighted_residual_mixture,0.32668382560460896
68,68,low,free_baseline,0.5283370563106492
68,68,medium,closed_mechanism,0.22143131322817636
68,68,medium,invariant_residual_MAP,0.06689926702073548
68,68,medium,invariant_residual_ensemble,0.012945423211907874
68,68,medium,evidence_weighted_residual_mixture,0.014253216571646887
68,68,medium,free_baseline,0.47101716956180306
69,69,high,closed_mechanism,0.2684959623910765
69,69,high,invariant_residual_MAP,0.04691966170365613
69,69,high,invariant_residual_ensemble,0.008463528478765612
69,69,high,evidence_weighted_residual_mixture,0.02491697223614601
69,69,high,free_baseline,0.11815434602892715
69,69,low,closed_mechanism,0.2684959623910765
69,69,low,invariant_residual_MAP,0.43653843182337876
69,69,low,invariant_residual_ensemble,0.24272102234154108
69,69,low,evidence_weighted_residual_mixture,0.2862023299877105
69,69,low,free_baseline,0.30318245033874697
69,69,medium,closed_mechanism,0.2684959623910765
69,69,medium,invariant_residual_MAP,0.1176144276350244
69,69,medium,invariant_residual_ensemble,0.15169210455233995
69,69,medium,evidence_weighted_residual_mixture,0.1707726491458274
69,69,medium,free_baseline,0.1298316836858175
70,70,high,closed_mechanism,0.3916130265543753
70,70,high,invariant_residual_MAP,0.004435288508454282
70,70,high,invariant_residual_ensemble,0.029053194333683946
70,70,high,evidence_weighted_residual_mixture,0.025360069364810205
70,70,high,free_baseline,0.009382817836622656
70,70,low,closed_mechanism,0.3916130265543753
70,70,low,invariant_residual_MAP,0.050541371131139885
70,70,low,invariant_residual_ensemble,0.06319003036640547
70,70,low,evidence_weighted_residual_mixture,0.06320136821178159
70,70,low,free_baseline,0.09695491857201245
70,70,medium,closed_mechanism,0.3916130265543753
70,70,medium,invariant_residual_MAP,0.050875606781493624
70,70,medium,invariant_residual_ensemble,0.0626394809848006
70,70,medium,evidence_weighted_residual_mixture,0.09667434544244984
70,70,medium,free_baseline,0.06409943552083483
71,71,high,closed_mechanism,0.2789062245986375
71,71,high,invariant_residual_MAP,0.058931857217813646
71,71,high,invariant_residual_ensemble,0.014458905297710517
71,71,high,evidence_weighted_residual_mixture,0.02011137295169106
71,71,high,free_baseline,0.05727229252471049
71,71,low,closed_mechanism,0.2789062245986375
71,71,low,invariant_residual_MAP,0.4245372912074899
71,71,low,invariant_residual_ensemble,0.23218407048182485
71,71,low,evidence_weighted_residual_mixture,0.2837506090217945
71,71,low,free_baseline,0.255423123386502
71,71,medium,closed_mechanism,0.2789062245986375
71,71,medium,invariant_residual_MAP,0.055879619437228176
71,71,medium,invariant_residual_ensemble,0.025717534877686153
71,71,medium,evidence_weighted_residual_mixture,0.018585425711612386
71,71,medium,free_baseline,0.2729190402226626
72,72,high,closed_mechanism,0.2942795717521031
