task_id,field,generator,draw,baseline_specification_state,epsilon,sign,coverage,violation,S,S_baseline,delta_S_spec,delta_S_status,ESS,baseline_floor_hit,perturbed_floor_hit,sat_count,confidently_wrong,semantic_type,has_regime_invariant,has_asymptotic_mechanism_invariant,from_above_invariant
inflection_location:spline:0,inflection_location,spline,0,r0=+0.8,0.1,1,0,0.05500000000000006,1.2785347898120014,1.2791597088965025,-0.0006249190845011299,exact,3298.7977872602482,0,0,169,1,phenomenological_trajectory,1,1,1
inflection_location:spline:0,inflection_location,spline,0,r0=+0.8,0.2,-1,0,0.1949999999999999,1.2892881353405428,1.2791597088965025,0.010128426444040217,exact,3298.7977872602482,0,0,166,1,phenomenological_trajectory,1,1,1
inflection_location:spline:0,inflection_location,spline,0,r0=+0.8,0.2,1,0,0.15499999999999986,1.2934136937131058,1.2791597088965025,0.014253984816603227,exact,3298.7977872602482,0,0,146,1,phenomenological_trajectory,1,1,1
inflection_location:spline:0,inflection_location,spline,0,r0=+0.8,0.3,-1,0,0.295,1.300541764665002,1.2791597088965025,0.021382055768499386,exact,3298.7977872602482,0,0,173,1,phenomenological_trajectory,1,1,1
inflection_location:spline:0,inflection_location,spline,0,r0=+0.8,0.3,1,0,0.25499999999999995,1.2764014695231538,1.2791597088965025,-0.0027582393733487365,exact,3298.7977872602482,0,0,176,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.0,0,1,0.0,1.2865796511596088,1.2865796511596088,0.0,exact,3283.89689727717,0,0,154,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.025,-1,1,0.0,1.2812803396895056,1.2865796511596088,-0.005299311470103207,exact,3283.89689727717,0,0,163,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.025,1,0,0.020000000000000035,1.2840329122935927,1.2865796511596088,-0.002546738866016085,exact,3283.89689727717,0,0,158,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.05,-1,0,0.005000000000000022,1.287589511887819,1.2865796511596088,0.0010098607282100769,exact,3283.89689727717,0,0,153,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.05,1,0,0.045000000000000054,1.2798123649591562,1.2865796511596088,-0.006767286200452638,exact,3283.89689727717,0,0,165,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.1,-1,0,0.05500000000000006,1.282895680408595,1.2865796511596088,-0.0036839707510138986,exact,3283.89689727717,0,0,163,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.1,1,0,0.0950000000000001,1.2805539677929827,1.2865796511596088,-0.006025683366626122,exact,3283.89689727717,0,0,164,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.2,-1,0,0.15499999999999986,1.291061492859838,1.2865796511596088,0.00448184170022925,exact,3283.89689727717,0,0,155,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.2,1,0,0.1949999999999999,1.2845571080818832,1.2865796511596088,-0.002022543077725647,exact,3283.89689727717,0,0,158,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.3,-1,0,0.25499999999999995,1.289219928203647,1.2865796511596088,0.0026402770440381307,exact,3283.89689727717,0,0,177,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=-0.8,0.3,1,0,0.295,1.279280581229495,1.2865796511596088,-0.007299069930113866,exact,3283.89689727717,0,0,168,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.0,0,1,0.0,1.282466753043724,1.282466753043724,0.0,exact,3283.89689727717,0,0,161,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.025,-1,1,1.734723475976807e-17,1.280149462381163,1.282466753043724,-0.0023172906625610334,exact,3283.89689727717,0,0,165,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.025,1,1,1.734723475976807e-17,1.2933601580899612,1.282466753043724,0.010893405046237259,exact,3283.89689727717,0,0,143,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.05,-1,0,0.02500000000000004,1.295962228026658,1.282466753043724,0.01349547498293413,exact,3283.89689727717,0,0,140,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.05,1,0,0.02500000000000004,1.2773222950513887,1.282466753043724,-0.005144457992335205,exact,3283.89689727717,0,0,169,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.1,-1,0,0.07500000000000008,1.2736818736761033,1.282466753043724,-0.008784879367620624,exact,3283.89689727717,0,0,179,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.1,1,0,0.07500000000000008,1.2897432162940574,1.282466753043724,0.007276463250333487,exact,3283.89689727717,0,0,149,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.2,-1,0,0.17499999999999988,1.2841653103678268,1.282466753043724,0.001698557324102845,exact,3283.89689727717,0,0,169,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.2,1,0,0.17499999999999988,1.2784146068366828,1.282466753043724,-0.004052146207041085,exact,3283.89689727717,0,0,168,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.3,-1,0,0.27499999999999997,1.2891868966404445,1.282466753043724,0.006720143596720574,exact,3283.89689727717,0,0,181,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.0,0.3,1,0,0.27499999999999997,1.2731630240549827,1.282466753043724,-0.009303728988741211,exact,3283.89689727717,0,0,178,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.0,0,1,0.0,1.275719934910285,1.275719934910285,0.0,exact,3283.89689727717,0,0,172,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.025,-1,0,0.020000000000000035,1.2957349814455592,1.275719934910285,0.020015046535274195,exact,3283.89689727717,0,0,140,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.025,1,1,0.0,1.2818297373646355,1.275719934910285,0.006109802454350444,exact,3283.89689727717,0,0,162,0,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.05,-1,0,0.045000000000000054,1.2899954704293715,1.275719934910285,0.014275535519086446,exact,3283.89689727717,0,0,151,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.05,1,0,0.005000000000000022,1.2915080571249293,1.275719934910285,0.015788122214644318,exact,3283.89689727717,0,0,146,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.1,-1,0,0.0950000000000001,1.2777090748780877,1.275719934910285,0.0019891399678027,exact,3283.89689727717,0,0,173,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.1,1,0,0.05500000000000006,1.283572116622941,1.275719934910285,0.007852181712656003,exact,3283.89689727717,0,0,159,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.2,-1,0,0.1949999999999999,1.2809301281337728,1.275719934910285,0.0052101932234878134,exact,3283.89689727717,0,0,178,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.2,1,0,0.15499999999999986,1.274665665556157,1.275719934910285,-0.0010542693541280013,exact,3283.89689727717,0,0,174,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.3,-1,0,0.295,1.300595810696744,1.275719934910285,0.02487587578645889,exact,3283.89689727717,0,0,165,1,phenomenological_trajectory,1,1,1
inflection_location:basis:0,inflection_location,basis,0,r0=+0.8,0.3,1,0,0.25499999999999995,1.2748900446293812,1.275719934910285,-0.0008298902809038555,exact,3283.89689727717,0,0,175,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.0,0,1,0.0,1.2857187047202434,1.2857187047202434,0.0,exact,3340.9378106245695,0,0,159,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.025,-1,1,0.0,1.2907201879088706,1.2857187047202434,0.005001483188627143,exact,3340.9378106245695,0,0,151,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.025,1,0,0.020000000000000035,1.2789991609344746,1.2857187047202434,-0.006719543785768778,exact,3340.9378106245695,0,0,170,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.05,-1,0,0.005000000000000022,1.2820292366992256,1.2857187047202434,-0.003689468021017772,exact,3340.9378106245695,0,0,166,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.05,1,0,0.045000000000000054,1.278334402533322,1.2857187047202434,-0.007384302186921321,exact,3340.9378106245695,0,0,171,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.1,-1,0,0.05500000000000006,1.2930099244106277,1.2857187047202434,0.007291219690384265,exact,3340.9378106245695,0,0,150,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.1,1,0,0.0950000000000001,1.281989182354956,1.2857187047202434,-0.003729522365287341,exact,3340.9378106245695,0,0,165,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.2,-1,0,0.15499999999999986,1.2912768174446538,1.2857187047202434,0.0055581127244104245,exact,3340.9378106245695,0,0,159,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.2,1,0,0.1949999999999999,1.2741207982600653,1.2857187047202434,-0.011597906460178109,exact,3340.9378106245695,0,0,179,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.3,-1,0,0.25499999999999995,1.300007432099441,1.2857187047202434,0.014288727379197619,exact,3340.9378106245695,0,0,162,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=-0.8,0.3,1,0,0.295,1.2915539088745767,1.2857187047202434,0.005835204154333251,exact,3340.9378106245695,0,0,151,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.0,0,1,0.0,1.2858700615553333,1.2858700615553333,0.0,exact,3340.9378106245695,0,0,159,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.025,-1,1,1.734723475976807e-17,1.283633320337265,1.2858700615553333,-0.0022367412180683832,exact,3340.9378106245695,0,0,163,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.025,1,1,1.734723475976807e-17,1.2845026519965075,1.2858700615553333,-0.0013674095588258606,exact,3340.9378106245695,0,0,161,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.05,-1,0,0.02500000000000004,1.2859945705717157,1.2858700615553333,0.00012450901638239031,exact,3340.9378106245695,0,0,160,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.05,1,0,0.02500000000000004,1.278953649069783,1.2858700615553333,-0.006916412485550305,exact,3340.9378106245695,0,0,170,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.1,-1,0,0.07500000000000008,1.2869481761095436,1.2858700615553333,0.0010781145542102522,exact,3340.9378106245695,0,0,161,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.1,1,0,0.07500000000000008,1.282467547381276,1.2858700615553333,-0.0034025141740572362,exact,3340.9378106245695,0,0,164,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.2,-1,0,0.17499999999999988,1.2851468319026174,1.2858700615553333,-0.0007232296527159843,exact,3340.9378106245695,0,0,173,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.2,1,0,0.17499999999999988,1.274006237023929,1.2858700615553333,-0.011863824531404443,exact,3340.9378106245695,0,0,179,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.3,-1,0,0.27499999999999997,1.310663043334546,1.2858700615553333,0.02479298177921274,exact,3340.9378106245695,0,0,148,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.0,0.3,1,0,0.27499999999999997,1.2878066619173771,1.2858700615553333,0.0019366003620437944,exact,3340.9378106245695,0,0,157,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.0,0,1,0.0,1.2841332156614826,1.2841332156614826,0.0,exact,3340.9378106245695,0,0,162,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.025,-1,0,0.020000000000000035,1.2844648941925871,1.2841332156614826,0.00033167853110449563,exact,3340.9378106245695,0,0,162,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.025,1,1,0.0,1.2875914285195553,1.2841332156614826,0.0034582128580726845,exact,3340.9378106245695,0,0,156,0,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.05,-1,0,0.045000000000000054,1.2878094995680223,1.2841332156614826,0.0036762839065396236,exact,3340.9378106245695,0,0,158,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.05,1,0,0.005000000000000022,1.2839199441927889,1.2841332156614826,-0.00021327146869376534,exact,3340.9378106245695,0,0,162,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.1,-1,0,0.0950000000000001,1.280477357180481,1.2841332156614826,-0.0036558584810015837,exact,3340.9378106245695,0,0,173,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.1,1,0,0.05500000000000006,1.2812846927887966,1.2841332156614826,-0.002848522872685999,exact,3340.9378106245695,0,0,166,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.2,-1,0,0.1949999999999999,1.2856641034670038,1.2841332156614826,0.0015308878055211306,exact,3340.9378106245695,0,0,176,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.2,1,0,0.15499999999999986,1.2709926420427866,1.2841332156614826,-0.013140573618696028,exact,3340.9378106245695,0,0,184,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.3,-1,0,0.295,1.3081059477305046,1.2841332156614826,0.02397273206902195,exact,3340.9378106245695,0,0,159,1,phenomenological_trajectory,1,1,1
inflection_location:ode:0,inflection_location,ode,0,r0=+0.8,0.3,1,0,0.25499999999999995,1.2799284396141855,1.2841332156614826,-0.004204776047297187,exact,3340.9378106245695,0,0,170,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.0,0,1,0.0,0.7100245236510642,0.7100245236510642,0.0,exact,440.7812209813552,0,0,172,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.025,-1,1,0.0,0.7002627389467886,0.7100245236510642,-0.009761784704275578,exact,440.7812209813552,0,0,169,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.025,1,0,0.020000000000000035,0.9290992435190347,0.7100245236510642,0.21907471986797056,exact,440.7812209813552,0,0,163,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.05,-1,0,0.005000000000000022,0.8869029124642278,0.7100245236510642,0.17687838881316365,exact,440.7812209813552,0,0,166,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.05,1,0,0.045000000000000054,1.1466399796428264,0.7100245236510642,0.4366154559917622,exact,440.7812209813552,0,0,169,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.1,-1,0,0.05500000000000006,1.2963538493212992,0.7100245236510642,0.586329325670235,exact,440.7812209813552,0,0,178,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.1,1,0,0.0950000000000001,1.3673015558425314,0.7100245236510642,0.6572770321914673,exact,440.7812209813552,0,0,172,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.2,-1,0,0.155,1.386292941786968,0.7100245236510642,0.6762684181359039,exact,440.7812209813552,0,0,170,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.2,1,0,0.19500000000000017,1.3862922489164617,0.7100245236510642,0.6762677252653976,exact,440.7812209813552,0,0,172,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.3,-1,0,0.25499999999999995,1.38629436111989,0.7100245236510642,0.6762698374688257,exact,440.7812209813552,0,0,181,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=-0.8,0.3,1,0,0.295,1.3862943611165188,0.7100245236510642,0.6762698374654547,exact,440.7812209813552,0,0,136,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.0,0,1,0.0,0.6727423468520086,0.6727423468520086,0.0,exact,440.7812209813552,0,0,176,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.025,-1,1,1.734723475976807e-17,0.8102290857977532,0.6727423468520086,0.1374867389457446,exact,440.7812209813552,0,0,174,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.025,1,1,1.734723475976807e-17,0.7599144626694497,0.6727423468520086,0.08717211581744111,exact,440.7812209813552,0,0,167,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.05,-1,0,0.02500000000000004,1.0624844347706568,0.6727423468520086,0.3897420879186482,exact,440.7812209813552,0,0,182,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.05,1,0,0.02500000000000004,0.9850615345598532,0.6727423468520086,0.3123191877078446,exact,440.7812209813552,0,0,165,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.1,-1,0,0.07500000000000008,1.364701776236902,0.6727423468520086,0.6919594293848934,exact,440.7812209813552,0,0,163,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.1,1,0,0.07500000000000008,1.3290023507707531,0.6727423468520086,0.6562600039187445,exact,440.7812209813552,0,0,176,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.2,-1,0,0.17500000000000002,1.3862942836561063,0.6727423468520086,0.7135519368040977,exact,440.7812209813552,0,0,191,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.2,1,0,0.17500000000000016,1.3862780371994472,0.6727423468520086,0.7135356903474386,exact,440.7812209813552,0,0,175,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.3,-1,0,0.27499999999999997,1.3862943611198904,0.6727423468520086,0.7135520142678817,exact,440.7812209813552,0,0,153,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.0,0.3,1,0,0.27499999999999997,1.3862943610586878,0.6727423468520086,0.7135520142066791,exact,440.7812209813552,0,0,144,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.0,0,1,0.0,0.7735060871866163,0.7735060871866163,0.0,exact,440.7812209813552,0,0,170,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.025,-1,0,0.020000000000000035,0.9930707926407341,0.7735060871866163,0.21956470545411777,exact,440.7812209813552,0,0,173,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.025,1,1,0.0,0.6785013926138319,0.7735060871866163,-0.09500469457278438,exact,440.7812209813552,0,0,173,0,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.05,-1,0,0.045000000000000054,1.2218036010649465,0.7735060871866163,0.44829751387833017,exact,440.7812209813552,0,0,180,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.05,1,0,0.005000000000000022,0.7962825199207723,0.7735060871866163,0.02277643273415597,exact,440.7812209813552,0,0,169,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.1,-1,0,0.0950000000000001,1.3821512068722088,0.7735060871866163,0.6086451196855925,exact,440.7812209813552,0,0,156,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.1,1,0,0.05500000000000006,1.2393193105641456,0.7735060871866163,0.4658132233775293,exact,440.7812209813552,0,0,165,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.2,-1,0,0.19500000000000003,1.3862943598513673,0.7735060871866163,0.612788272664751,exact,440.7812209813552,0,0,201,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.2,1,0,0.15500000000000014,1.386187558979619,0.7735060871866163,0.6126814717930028,exact,440.7812209813552,0,0,167,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.3,-1,0,0.295,1.3862943611198904,0.7735060871866163,0.6127882739332741,exact,440.7812209813552,0,0,148,1,phenomenological_trajectory,1,1,1
turning_location:spline:0,turning_location,spline,0,r0=+0.8,0.3,1,0,0.25499999999999995,1.3862943603512163,0.7735060871866163,0.6127882731646,exact,440.7812209813552,0,0,146,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.0,0,1,0.0,0.7580995911072194,0.7580995911072194,0.0,exact,461.2995915594492,0,0,166,0,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.025,-1,1,0.0,0.7133168754651749,0.7580995911072194,-0.0447827156420445,exact,461.2995915594492,0,0,171,0,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.025,1,0,0.020000000000000035,0.9234146096996128,0.7580995911072194,0.1653150185923934,exact,461.2995915594492,0,0,167,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.05,-1,0,0.005000000000000022,0.8541696371280744,0.7580995911072194,0.096070046020855,exact,461.2995915594492,0,0,171,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.05,1,0,0.045000000000000054,1.140817981168081,0.7580995911072194,0.3827183900608616,exact,461.2995915594492,0,0,163,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.1,-1,0,0.05500000000000006,1.2758291220011586,0.7580995911072194,0.5177295308939392,exact,461.2995915594492,0,0,180,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.1,1,0,0.0950000000000001,1.3625109911300062,0.7580995911072194,0.6044114000227868,exact,461.2995915594492,0,0,157,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.2,-1,0,0.155,1.3862885079911305,0.7580995911072194,0.6281889168839111,exact,461.2995915594492,0,0,173,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.2,1,0,0.19500000000000017,1.38628684997374,0.7580995911072194,0.6281872588665206,exact,461.2995915594492,0,0,168,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.3,-1,0,0.25499999999999995,1.386294361119878,0.7580995911072194,0.6281947700126586,exact,461.2995915594492,0,0,179,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=-0.8,0.3,1,0,0.295,1.3862943610657021,0.7580995911072194,0.6281947699584828,exact,461.2995915594492,0,0,181,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.0,0,1,0.0,0.7105857689130248,0.7105857689130248,0.0,exact,461.2995915594492,0,0,168,0,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.025,-1,1,1.734723475976807e-17,0.8317966753250001,0.7105857689130248,0.1212109064119753,exact,461.2995915594492,0,0,159,0,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.025,1,1,1.734723475976807e-17,0.7697418840364709,0.7105857689130248,0.059156115123446096,exact,461.2995915594492,0,0,174,0,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.05,-1,0,0.02500000000000004,1.030922557900471,0.7105857689130248,0.3203367889874462,exact,461.2995915594492,0,0,173,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.05,1,0,0.02500000000000004,0.9811644649189295,0.7105857689130248,0.2705786960059047,exact,461.2995915594492,0,0,164,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.1,-1,0,0.07500000000000008,1.3518285403610155,0.7105857689130248,0.6412427714479907,exact,461.2995915594492,0,0,197,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.1,1,0,0.07500000000000008,1.3184384110474514,0.7105857689130248,0.6078526421344266,exact,461.2995915594492,0,0,163,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.2,-1,0,0.17500000000000002,1.3862939215215906,0.7105857689130248,0.6757081526085658,exact,461.2995915594492,0,0,178,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.2,1,0,0.17500000000000016,1.3862501519034434,0.7105857689130248,0.6756643829904185,exact,461.2995915594492,0,0,185,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.3,-1,0,0.27499999999999997,1.3862943611198906,0.7105857689130248,0.6757085922068657,exact,461.2995915594492,0,0,179,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.0,0.3,1,0,0.27499999999999997,1.3862943604445486,0.7105857689130248,0.6757085915315237,exact,461.2995915594492,0,0,198,1,phenomenological_trajectory,1,1,1
turning_location:basis:0,turning_location,basis,0,r0=+0.8,0.0,0,1,0.0,0.7615205685535336,0.7615205685535336,0.0,exact,461.2995915594492,0,0,169,0,phenomenological_trajectory,1,1,1
