task_id,prefix_exposure,policy,e_kappa,e_lambda,nrmse_clean_far
24,L,joint_uniform,0.006931894091498525,1.540425894619446e-07,0.3964871635795925
24,L,kappa_selective,0.006931894091498525,1.540425894619446e-07,0.4368031816509754
24,L,factorized_joint_weighted,0.006931894091498525,1.540425894619446e-07,0.43696094917126255
24,L,joint_MAP,0.006931894091498525,1.540425894619446e-07,1.0193983955025048
24,S,joint_uniform,0.3623505653051705,0.0030118896559657715,0.3964871635795925
24,S,kappa_selective,0.3623505653051705,0.0030118896559657715,0.16660685303676537
24,S,factorized_joint_weighted,0.3623505653051705,0.0030118896559657715,0.14451658768933384
24,S,joint_MAP,0.3623505653051705,0.0030118896559657715,0.09655283827260074
24,J,joint_uniform,0.5397116804581863,0.33068670811069734,0.3964871635795925
24,J,kappa_selective,0.5397116804581863,0.33068670811069734,0.22484866704750706
24,J,factorized_joint_weighted,0.5397116804581863,0.33068670811069734,0.01825117164599334
24,J,joint_MAP,0.5397116804581863,0.33068670811069734,0.017116358938685003
25,L,joint_uniform,0.0014021429071369163,4.3941523197865706e-08,0.04773845217934202
25,L,kappa_selective,0.0014021429071369163,4.3941523197865706e-08,0.03348691159627839
25,L,factorized_joint_weighted,0.0014021429071369163,4.3941523197865706e-08,0.033411021731091256
25,L,joint_MAP,0.0014021429071369163,4.3941523197865706e-08,0.3612585567064044
25,S,joint_uniform,0.359244709989876,1.9341293033048323e-05,0.04773845217934202
25,S,kappa_selective,0.359244709989876,1.9341293033048323e-05,0.1819205504157293
25,S,factorized_joint_weighted,0.359244709989876,1.9341293033048323e-05,0.18089620222193356
25,S,joint_MAP,0.359244709989876,1.9341293033048323e-05,0.07043952572848926
25,J,joint_uniform,0.463264809979682,0.15173080604763511,0.04773845217934202
25,J,kappa_selective,0.463264809979682,0.15173080604763511,0.09513984521261507
25,J,factorized_joint_weighted,0.463264809979682,0.15173080604763511,0.04668990003832865
25,J,joint_MAP,0.463264809979682,0.15173080604763511,0.11627155076929863
26,L,joint_uniform,0.006024574808155103,1.896695664971304e-07,0.19402686946853923
26,L,kappa_selective,0.006024574808155103,1.896695664971304e-07,0.15707773195349092
26,L,factorized_joint_weighted,0.006024574808155103,1.896695664971304e-07,0.1569018105098511
26,L,joint_MAP,0.006024574808155103,1.896695664971304e-07,0.3861266875328563
26,S,joint_uniform,0.33583217837831625,0.002568326040527702,0.19402686946853923
26,S,kappa_selective,0.33583217837831625,0.002568326040527702,0.03223267236105314
26,S,factorized_joint_weighted,0.33583217837831625,0.002568326040527702,0.02587013086735779
26,S,joint_MAP,0.33583217837831625,0.002568326040527702,0.25581247418639563
26,J,joint_uniform,0.4043396122396562,0.03951969106294506,0.19402686946853923
26,J,kappa_selective,0.4043396122396562,0.03951969106294506,0.12977554224476154
26,J,factorized_joint_weighted,0.4043396122396562,0.03951969106294506,0.15149866542488624
26,J,joint_MAP,0.4043396122396562,0.03951969106294506,0.1778159059498802
27,L,joint_uniform,0.008456724791544246,6.273372410436906e-08,0.06803345267395026
27,L,kappa_selective,0.008456724791544246,6.273372410436906e-08,0.043005662554933724
27,L,factorized_joint_weighted,0.008456724791544246,6.273372410436906e-08,0.043003819657640045
27,L,joint_MAP,0.008456724791544246,6.273372410436906e-08,0.5748557453881142
27,S,joint_uniform,0.624251785171987,0.015070347999199152,0.06803345267395026
27,S,kappa_selective,0.624251785171987,0.015070347999199152,0.27063679187209216
27,S,factorized_joint_weighted,0.624251785171987,0.015070347999199152,0.31985602522403633
27,S,joint_MAP,0.624251785171987,0.015070347999199152,0.5748557453881142
27,J,joint_uniform,0.5307293115270195,0.2840161879392191,0.06803345267395026
27,J,kappa_selective,0.5307293115270195,0.2840161879392191,0.23263723376170115
27,J,factorized_joint_weighted,0.5307293115270195,0.2840161879392191,0.03823258360285665
27,J,joint_MAP,0.5307293115270195,0.2840161879392191,0.022462939439218302
28,L,joint_uniform,0.001070825979235801,7.116413014429668e-09,0.06265087277999727
28,L,kappa_selective,0.001070825979235801,7.116413014429668e-09,0.051610438681423024
28,L,factorized_joint_weighted,0.001070825979235801,7.116413014429668e-09,0.051644369550333996
28,L,joint_MAP,0.001070825979235801,7.116413014429668e-09,0.2546473153322509
28,S,joint_uniform,0.33066008461863217,0.0038962688415398183,0.06265087277999727
28,S,kappa_selective,0.33066008461863217,0.0038962688415398183,0.058732950531019824
28,S,factorized_joint_weighted,0.33066008461863217,0.0038962688415398183,0.08386934690669301
28,S,joint_MAP,0.33066008461863217,0.0038962688415398183,0.2970395803062055
28,J,joint_uniform,0.4481157132455862,0.12128758271836959,0.06265087277999727
28,J,kappa_selective,0.4481157132455862,0.12128758271836959,0.09473109248430872
