primitive,separability,dof,prefix,mean_S,mean_ESS,E_struct,d_eff,V_f_norm
bound,low,1,0.2,0.36680088751437595,3568.4210811607704,0.3718258388499838,1.0,0.11920406947850522
bound,low,1,0.3,0.34309897164882536,2853.4703981888283,0.32568406301195796,1.0,0.10358625453609438
bound,low,1,0.4,0.31954024973007383,2264.558780053158,0.2966442971556979,1.0,0.08616927597838236
bound,low,1,0.5,0.30882579479570765,1846.1444116935352,0.27623956442414177,1.0,0.06933110493819163
bound,low,1,0.6,0.30640804881689543,1545.880389257204,0.25139198592787554,1.0,0.05528134589852329
bound,low,1,0.7,0.30603957791823855,1324.0684783123472,0.21344623322792078,1.0,0.044525046299161965
bound,low,3,0.2,0.4147421471086194,2256.9919815068138,0.3718258388499838,2.3975454847561033,0.3240881847906835
bound,low,3,0.3,0.4127960512324502,2013.5196397685938,0.32568406301195796,2.422480481450923,0.3298861407015968
bound,low,3,0.4,0.4001231187872598,1740.7357952084449,0.2966442971556979,2.4371646857358056,0.32355191421033563
bound,low,3,0.5,0.3761117778074938,1474.0054440594286,0.27623956442414177,2.4135824676499102,0.30302415155522205
bound,low,3,0.6,0.3438333925678805,1238.2716835503215,0.25139198592787554,2.3475173951015624,0.273677642863066
bound,low,3,0.7,0.31434981272345724,1040.3209095283528,0.21344623322792078,2.2688195765201002,0.2044405833505494
bound,low,5,0.2,0.43977100447619716,988.6026069118043,0.3718258388499838,3.7336568559571197,0.5439147174226192
bound,low,5,0.3,0.45039564022055556,801.9128158514244,0.32568406301195796,3.5311431410212797,0.5047354499987883
bound,low,5,0.4,0.4606066112096549,672.2870844868613,0.2966442971556979,3.4317969445480645,0.48784200157885477
bound,low,5,0.5,0.4675496485566015,568.9236052512562,0.27623956442414177,3.3658676779466496,0.46985808440260257
bound,low,5,0.6,0.45730982916582236,470.0967701617269,0.25139198592787554,3.242256177501195,0.4436330626004184
bound,low,5,0.7,0.4118427842215035,376.5213952114273,0.21344623322792078,3.0568375221454716,0.34084307215956366
bound,mid,1,0.2,0.4044278265496823,3479.652705862854,0.2925666241120752,1.0,0.11840515077946472
bound,mid,1,0.3,0.38501802296958404,2610.8773902331786,0.24972892055188253,1.0,0.10328744941311274
bound,mid,1,0.4,0.36549260519731713,2001.6025156824398,0.23143001724299814,1.0,0.08571927210911763
bound,mid,1,0.5,0.34661880984769344,1634.8644069433867,0.2185206682608586,1.0,0.06884149354443288
bound,mid,1,0.6,0.33659362294833217,1393.9701852071319,0.19154611054995196,1.0,0.05408942505141889
bound,mid,1,0.7,0.33200134886034477,1218.3227628181512,0.15132026399132473,1.0,0.0426750547000417
bound,mid,3,0.2,0.4466525700194241,2198.595058239124,0.2925666241120752,2.400958341160793,0.3207505214738728
bound,mid,3,0.3,0.4447969022030422,1884.1675276234384,0.24972892055188253,2.424023667292483,0.3265229653589102
bound,mid,3,0.4,0.4344831032110159,1561.8012575215423,0.23143001724299814,2.4408919738510146,0.3210338496962311
bound,mid,3,0.5,0.4161844706644046,1302.9875894041922,0.2185206682608586,2.4303880692851476,0.301231388250593
bound,mid,3,0.6,0.3897544007955951,1110.5719108546512,0.19154611054995196,2.3442507044665373,0.2680098859519747
bound,mid,3,0.7,0.3553543605161816,953.0659302327848,0.15132026399132473,2.2144183610739123,0.2052834689587059
bound,mid,5,0.2,0.46640140666263813,961.8798949782013,0.2925666241120752,3.738922913449194,0.5432110695322779
bound,mid,5,0.3,0.475390603388661,762.4083604006164,0.24972892055188253,3.53352844430639,0.5032645470559002
bound,mid,5,0.4,0.4834842138312694,623.6970034545483,0.23143001724299814,3.4342517386313367,0.4841248177124206
bound,mid,5,0.5,0.48789579410816514,514.654448952089,0.2185206682608586,3.354490995698452,0.47274211324113224
bound,mid,5,0.6,0.47308974785798347,419.61468100857684,0.19154611054995196,3.2247263168005937,0.44566249098022165
bound,mid,5,0.7,0.4265309165490703,341.025297601201,0.15132026399132473,2.9900523741637706,0.3677084094433149
curvature,high,1,0.2,0.2876820724517809,3384.374230975949,0.499814841990658,1.0,0.21476431675679872
curvature,high,1,0.3,0.2876820724517809,2577.327384744973,0.5015517416002955,1.0,0.17022704926742582
curvature,high,1,0.4,0.2876820724517809,1983.263903089571,0.49966233402367727,1.0,0.13070293696500143
curvature,high,1,0.5,0.2876820724517809,1575.7644685323414,0.48014223585247134,1.0,0.1000691092990627
curvature,high,1,0.6,0.2876820724517809,1280.6581334970635,0.39625320853179224,1.0,0.07530391203715013
curvature,high,1,0.7,0.2876820724517809,1053.7158753130843,0.28273143036063236,1.0,0.057208423822177314
curvature,high,3,0.2,0.29135581691613616,1783.8942427300578,0.499814841990658,2.233556466615776,0.6224971718773715
curvature,high,3,0.3,0.2916587601040332,1585.3979630735575,0.5015517416002955,2.246013837742462,0.6220200115375564
curvature,high,3,0.4,0.29178199642972164,1313.0882200679553,0.49966233402367727,2.2401984290296384,0.5938486034406486
curvature,high,3,0.5,0.2914388255432118,1047.633102414107,0.48014223585247134,2.182681764625714,0.5373132313816836
curvature,high,3,0.6,0.2902362108396424,825.412298154465,0.39625320853179224,2.068616874676411,0.4491229796500927
curvature,high,3,0.7,0.28855126723660995,638.314813401238,0.28273143036063236,1.9329773633722525,0.31535459883815226
