latent_task_id,factorial,primitive,generator,replicate,engine,action,knowledge_tier,support_fraction,noise_ratio,exposure,ood_distance,effect_strength,sample_count,heterogeneity_cv,coverage,sharpness,ess,baseline_rmse,prior_rmse,utility,normalized_utility,beneficial,harmful,catastrophic_harm,solver_failure
e8_01447,support_noise,turning,spline,7,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26896775627908864,65.89230242031807,0.027790590888574634,0.10485309800498305,-0.07706250711640841,-2.7729711622681124,0,1,1,0
e8_01448,support_noise,turning,spline,8,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2648053969750622,65.89230242031807,0.0020844858231103985,0.02602131212116142,-0.02393682629805102,-11.48332410451864,0,1,1,0
e8_01448,support_noise,turning,spline,8,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2648053969750622,65.89230242031807,0.06198888875590827,0.04825171117644203,0.013737177579466242,0.22160709532249726,1,0,0,0
e8_01449,support_noise,turning,spline,9,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2815875239138322,65.89230242031807,0.00028280966670714275,0.037715475499808415,-0.03743266583310127,-132.35992343876927,0,1,1,0
e8_01449,support_noise,turning,spline,9,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2815875239138322,65.89230242031807,0.03120814745267236,0.053293029825020745,-0.022084882372348385,-0.7076639972250981,0,1,0,0
e8_01450,support_noise,turning,spline,10,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2655500966655654,65.89230242031807,0.0006268232698445131,0.08258908569581978,-0.08196226242597528,-130.75816800213312,0,1,1,0
e8_01450,support_noise,turning,spline,10,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2655500966655654,65.89230242031807,0.0630200257457997,0.10731157289240906,-0.044291547146609364,-0.7028170271663434,0,1,0,0
e8_01451,support_noise,turning,spline,11,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26672991178275657,65.89230242031807,0.0006818414843324179,0.22647643801919665,-0.22579459653486422,-331.15409039087257,0,1,1,0
e8_01451,support_noise,turning,spline,11,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26672991178275657,65.89230242031807,0.09398543692280802,0.2790222124175947,-0.18503677549478664,-1.9687813511657213,0,1,1,0
e8_01452,support_noise,turning,spline,12,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2756849395118337,65.89230242031807,0.0007448225741869446,0.11800090057603807,-0.11725607800185113,-157.42820111198827,0,1,1,0
e8_01452,support_noise,turning,spline,12,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2756849395118337,65.89230242031807,0.062437200803440715,0.14751436678681745,-0.08507716598337674,-1.3626037824983404,0,1,1,0
e8_01453,support_noise,turning,spline,13,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.27619136990935533,65.89230242031807,0.0014601594598070138,0.10615001084645612,-0.1046898513866491,-71.69754692441998,0,1,1,0
e8_01453,support_noise,turning,spline,13,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.27619136990935533,65.89230242031807,0.07373055505302535,0.1353636057027978,-0.06163305064977244,-0.8359227813414308,0,1,0,0
e8_01454,support_noise,turning,spline,14,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.28103319321953324,65.89230242031807,0.0013331498370248301,0.06544901615675361,-0.06411586631972878,-48.0935184771242,0,1,1,0
e8_01454,support_noise,turning,spline,14,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.28103319321953324,65.89230242031807,0.01765004031431001,0.07838781138711254,-0.060737771072802524,-3.4412256284513156,0,1,1,0
e8_01455,support_noise,turning,spline,15,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2748924817445614,65.89230242031807,0.0006644408023630988,0.0731119997718678,-0.07244755896950471,-109.03538541258051,0,1,1,0
e8_01455,support_noise,turning,spline,15,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2748924817445614,65.89230242031807,0.044455520268654014,0.09148557351900126,-0.047030053250347245,-1.0579125599280987,0,1,1,0
e8_01456,support_noise,turning,spline,16,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.27264428634839394,65.89230242031807,0.0008085648348495628,0.04809842810541012,-0.047289863270560555,-58.48617356622868,0,1,1,0
e8_01456,support_noise,turning,spline,16,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.27264428634839394,65.89230242031807,0.029125409219783533,0.062270518263182,-0.03314510904339847,-1.1380135054337552,0,1,1,0
e8_01457,support_noise,turning,spline,17,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26966852074914854,65.89230242031807,0.001091499682432455,0.07420132099009621,-0.07310982130766376,-66.98107428188646,0,1,1,0
e8_01457,support_noise,turning,spline,17,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26966852074914854,65.89230242031807,0.030740603028920926,0.09007625087739037,-0.05933564784846944,-1.9302044202791382,0,1,1,0
e8_01458,support_noise,turning,spline,18,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26125119492791493,65.89230242031807,0.0009542374486502652,0.0735925927444453,-0.07263835529579503,-76.12188706127536,0,1,1,0
e8_01458,support_noise,turning,spline,18,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.26125119492791493,65.89230242031807,0.02904619379021774,0.08877284218956213,-0.0597266483993444,-2.056264198700599,0,1,1,0
e8_01459,support_noise,turning,spline,19,spline,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2651685969369044,65.89230242031807,0.0010834285711944292,0.09337692906818526,-0.09229350049699084,-85.18651155307967,0,1,1,0
e8_01459,support_noise,turning,spline,19,neural,true-full,medium,0.525,0.001,0.55,0.4,0.55,72,0.1,1.0,0.2651685969369044,65.89230242031807,0.09394156059481036,0.12878636918859354,-0.03484480859378318,-0.37092005256412697,0,1,0,0
