latent_task_id,study,primitive,generator,replicate,engine,action,knowledge_tier,sample_count,heterogeneity_cv,exposure,effect_strength,support_fraction,noise_ratio,absolute_horizon,ood_distance,coverage,sharpness,ess,baseline_rmse,prior_rmse,utility,normalized_utility,beneficial,harmful,catastrophic_harm,solver_failure
e8s_00976,A2_fixed_absolute_horizon,inflection,spline,16,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7474277707068513,3.3057850146847922,0.0787617112217326,0.026948217640741925,0.051813493580990674,0.6578512931889404,1,0,0,0
e8s_00976,A2_fixed_absolute_horizon,inflection,spline,16,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7474277707068513,3.3057850146847922,0.015298227037266573,0.011361181427772538,0.003937045609494035,0.25735306450240075,1,0,0,0
e8s_00977,A2_fixed_absolute_horizon,inflection,spline,17,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8130287070692392,3.3057850146847922,0.023938019188231238,0.0033886933574696393,0.0205493258307616,0.8584388569988431,1,0,0,0
e8s_00977,A2_fixed_absolute_horizon,inflection,spline,17,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8130287070692392,3.3057850146847922,0.003002988828681965,0.011944980354440533,-0.008941991525758568,-2.9776972329541693,0,1,1,0
e8s_00978,A2_fixed_absolute_horizon,inflection,spline,18,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7655453816909754,3.3057850146847922,0.015736777543707618,0.01116363195690585,0.004573145586801768,0.29060241679722726,1,0,0,0
e8s_00978,A2_fixed_absolute_horizon,inflection,spline,18,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7655453816909754,3.3057850146847922,0.012464374298338776,0.010319386734818914,0.002144987563519862,0.17208946973020067,1,0,0,0
e8s_00979,A2_fixed_absolute_horizon,inflection,spline,19,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7813504495008705,3.3057850146847922,0.015576494623731202,0.003931800966118324,0.011644693657612878,0.7475811431842874,1,0,0,0
e8s_00979,A2_fixed_absolute_horizon,inflection,spline,19,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7813504495008705,3.3057850146847922,0.004185784955339284,0.006648341664457219,-0.002462556709117935,-0.5883141956389227,0,1,0,0
e8s_00980,A2_fixed_absolute_horizon,inflection,basis,0,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7639985016471194,3.3057850146847922,0.015968446430360633,0.0010493076187201179,0.014919138811640515,0.9342886846697196,1,0,0,0
e8s_00980,A2_fixed_absolute_horizon,inflection,basis,0,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7639985016471194,3.3057850146847922,0.006869777959453462,0.006698781701641303,0.00017099625781215842,0.024891089467724566,1,0,0,0
e8s_00981,A2_fixed_absolute_horizon,inflection,basis,1,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.761837847933642,3.3057850146847922,0.05330386757397214,0.02654052115887244,0.026763346415099698,0.5020901415447766,1,0,0,0
e8s_00981,A2_fixed_absolute_horizon,inflection,basis,1,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.761837847933642,3.3057850146847922,0.007914154765241597,0.009823375486569554,-0.001909220721327957,-0.2412412668138761,0,1,0,0
e8s_00982,A2_fixed_absolute_horizon,inflection,basis,2,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7705581254528302,3.3057850146847922,0.021716437156759773,0.015069330386341619,0.0066471067704181545,0.30608643224651055,1,0,0,0
e8s_00982,A2_fixed_absolute_horizon,inflection,basis,2,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7705581254528302,3.3057850146847922,0.021527177993808624,0.0193868700105317,0.0021403079832769227,0.09942352796509098,1,0,0,0
e8s_00983,A2_fixed_absolute_horizon,inflection,basis,3,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7444005819078061,3.3057850146847922,0.027274447779188082,0.013528392055168424,0.013746055724019659,0.5039902488698107,1,0,0,0
e8s_00983,A2_fixed_absolute_horizon,inflection,basis,3,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7444005819078061,3.3057850146847922,0.003300227343017178,0.007142413430801976,-0.003842186087784798,-1.1642186093374234,0,1,1,0
e8s_00984,A2_fixed_absolute_horizon,inflection,basis,4,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741193940694298,3.3057850146847922,0.016171059916414196,0.010903256071040339,0.0052678038453738574,0.32575501374692517,1,0,0,0
e8s_00984,A2_fixed_absolute_horizon,inflection,basis,4,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741193940694298,3.3057850146847922,0.004298264436457558,0.008136105544351402,-0.003837841107893844,-0.8928815722321694,0,1,0,0
e8s_00985,A2_fixed_absolute_horizon,inflection,basis,5,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.735480630030161,3.3057850146847922,0.07901775574810632,0.02212017303197566,0.05689758271613066,0.7200607278383026,1,0,0,0
e8s_00985,A2_fixed_absolute_horizon,inflection,basis,5,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.735480630030161,3.3057850146847922,0.011107214611062441,0.01302792466711476,-0.0019207100560523199,-0.1729245470902626,0,1,0,0
e8s_00986,A2_fixed_absolute_horizon,inflection,basis,6,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7271168738016143,3.3057850146847922,0.022262723302560936,0.006932554584844726,0.015330168717716211,0.6886025806174729,1,0,0,0
e8s_00986,A2_fixed_absolute_horizon,inflection,basis,6,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7271168738016143,3.3057850146847922,0.007224791463870906,0.004418708636325177,0.0028060828275457287,0.38839637677822786,1,0,0,0
e8s_00987,A2_fixed_absolute_horizon,inflection,basis,7,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.731651975013079,3.3057850146847922,0.04485876640476051,0.019158083076575995,0.025700683328184516,0.5729244334605043,1,0,0,0
e8s_00987,A2_fixed_absolute_horizon,inflection,basis,7,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.731651975013079,3.3057850146847922,0.01280369069940752,0.008569811965810824,0.0042338787335966955,0.3306764301790432,1,0,0,0
e8s_00988,A2_fixed_absolute_horizon,inflection,basis,8,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7319872773684808,3.3057850146847922,0.028616091427139122,0.017633644823490335,0.010982446603648787,0.3837856973448575,1,0,0,0
e8s_00988,A2_fixed_absolute_horizon,inflection,basis,8,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7319872773684808,3.3057850146847922,0.00755725314692258,0.006984781801855107,0.0005724713450674726,0.07575124637720929,1,0,0,0
e8s_00989,A2_fixed_absolute_horizon,inflection,basis,9,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.732451364221733,3.3057850146847922,0.0014760110388085275,0.0031131379557745626,-0.001637126916966035,-1.1091562826573196,0,1,1,0
e8s_00989,A2_fixed_absolute_horizon,inflection,basis,9,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.732451364221733,3.3057850146847922,0.007230183011427813,0.005058932254010731,0.0021712507574170817,0.30030370655698024,1,0,0,0
e8s_00990,A2_fixed_absolute_horizon,inflection,basis,10,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7749217895132519,3.3057850146847922,0.006491384630944877,0.002848324148941948,0.0036430604820029294,0.5612147005796282,1,0,0,0
e8s_00990,A2_fixed_absolute_horizon,inflection,basis,10,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7749217895132519,3.3057850146847922,0.004593075201949057,0.006316069885101766,-0.0017229946831527091,-0.37512877699489044,0,1,0,0
e8s_00991,A2_fixed_absolute_horizon,inflection,basis,11,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7764347654388195,3.3057850146847922,0.011016675165039833,0.004701881639749816,0.006314793525290016,0.5732032061115223,1,0,0,0
e8s_00991,A2_fixed_absolute_horizon,inflection,basis,11,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7764347654388195,3.3057850146847922,0.016518716433331866,0.010829234454582535,0.005689481978749331,0.34442639667020114,1,0,0,0
e8s_00992,A2_fixed_absolute_horizon,inflection,basis,12,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7430548099728937,3.3057850146847922,0.0035948178667430802,0.0015484042571516882,0.002046413609591392,0.5692676751508001,1,0,0,0
e8s_00992,A2_fixed_absolute_horizon,inflection,basis,12,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7430548099728937,3.3057850146847922,0.003607133311111121,0.008520321743654644,-0.0049131884325435225,-1.362075645335684,0,1,1,0
e8s_00993,A2_fixed_absolute_horizon,inflection,basis,13,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.766942442659719,3.3057850146847922,0.00429259272042498,0.009786511450724253,-0.005493918730299273,-1.279860235553714,0,1,1,0
e8s_00993,A2_fixed_absolute_horizon,inflection,basis,13,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.766942442659719,3.3057850146847922,0.03127625828679907,0.024514313878554284,0.006761944408244788,0.21620055526587192,1,0,0,0
e8s_00994,A2_fixed_absolute_horizon,inflection,basis,14,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7312860149814382,3.3057850146847922,0.011386843118052785,0.01284645075317903,-0.001459607635126245,-0.12818369586669479,0,1,0,0
e8s_00994,A2_fixed_absolute_horizon,inflection,basis,14,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7312860149814382,3.3057850146847922,0.004441751374669104,0.019353686796006513,-0.014911935421337409,-3.3572197458819497,0,1,1,0
e8s_00995,A2_fixed_absolute_horizon,inflection,basis,15,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.774191862376319,3.3057850146847922,0.004776404896303208,0.009075377603693431,-0.0042989727073902235,-0.9000436103558762,0,1,0,0
e8s_00995,A2_fixed_absolute_horizon,inflection,basis,15,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.774191862376319,3.3057850146847922,0.004276645299607666,0.0079949744945121,-0.003718329194904434,-0.8694499857740245,0,1,0,0
e8s_00996,A2_fixed_absolute_horizon,inflection,basis,16,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8212696972499123,3.3057850146847922,0.01178874392136276,0.014807530953361398,-0.0030187870319986383,-0.2560736794467304,0,1,0,0
e8s_00996,A2_fixed_absolute_horizon,inflection,basis,16,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8212696972499123,3.3057850146847922,0.009790582117667567,0.014111310996157046,-0.0043207288784894785,-0.4413148091258557,0,1,0,0
e8s_00997,A2_fixed_absolute_horizon,inflection,basis,17,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7975027645057249,3.3057850146847922,0.01991840737177551,0.01059443010692671,0.009323977264848798,0.46810857368350267,1,0,0,0
e8s_00997,A2_fixed_absolute_horizon,inflection,basis,17,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7975027645057249,3.3057850146847922,0.022797047612941237,0.013210045391239267,0.00958700222170197,0.4205370091984938,1,0,0,0
e8s_00998,A2_fixed_absolute_horizon,inflection,basis,18,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7374579531865404,3.3057850146847922,0.03486781667223085,0.011769784196689328,0.02309803247554152,0.6624456212062475,1,0,0,0
e8s_00998,A2_fixed_absolute_horizon,inflection,basis,18,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7374579531865404,3.3057850146847922,0.008725791307538668,0.005070088997907353,0.0036557023096313156,0.4189536720266233,1,0,0,0
e8s_00999,A2_fixed_absolute_horizon,inflection,basis,19,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8114891519994925,3.3057850146847922,0.0691493022377174,0.02419612304270226,0.04495317919501514,0.6500886883930911,1,0,0,0
e8s_00999,A2_fixed_absolute_horizon,inflection,basis,19,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8114891519994925,3.3057850146847922,0.021801747639502465,0.01580873836075392,0.005993009278748546,0.2748866456875157,1,0,0,0
e8s_01000,A2_fixed_absolute_horizon,inflection,ode,0,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8239575599507318,3.3057850146847922,0.09527930367184831,0.04170784030517605,0.05357146336667226,0.5622570831455472,1,0,0,0
e8s_01000,A2_fixed_absolute_horizon,inflection,ode,0,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8239575599507318,3.3057850146847922,0.014622411068974647,0.014158891000086642,0.0004635200688880049,0.031699291361838855,1,0,0,0
e8s_01001,A2_fixed_absolute_horizon,inflection,ode,1,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7593607398232298,3.3057850146847922,0.034148100480550655,0.011055382666269806,0.02309271781428085,0.6762518994997542,1,0,0,0
e8s_01001,A2_fixed_absolute_horizon,inflection,ode,1,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7593607398232298,3.3057850146847922,0.0027839455548137734,0.008697650661275223,-0.00591370510646145,-2.1242172269626285,0,1,1,0
e8s_01002,A2_fixed_absolute_horizon,inflection,ode,2,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7478523952219638,3.3057850146847922,0.021602734241804075,0.011663821421335012,0.009938912820469064,0.4600766138777001,1,0,0,0
e8s_01002,A2_fixed_absolute_horizon,inflection,ode,2,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7478523952219638,3.3057850146847922,0.0020880683437111383,0.012482663139639515,-0.010394594795928377,-4.978091271406371,0,1,1,0
e8s_01003,A2_fixed_absolute_horizon,inflection,ode,3,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7859644879087826,3.3057850146847922,0.0022607078278953346,0.011891870799232903,-0.009631162971337568,-4.260242235859356,0,1,1,0
e8s_01003,A2_fixed_absolute_horizon,inflection,ode,3,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7859644879087826,3.3057850146847922,0.004645217301780618,0.01673862620021612,-0.012093408898435503,-2.6034108014279167,0,1,1,0
e8s_01004,A2_fixed_absolute_horizon,inflection,ode,4,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7457984034488105,3.3057850146847922,0.0352291369114356,0.022869058553568355,0.012360078357867246,0.3508481740253786,1,0,0,0
e8s_01004,A2_fixed_absolute_horizon,inflection,ode,4,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7457984034488105,3.3057850146847922,0.01013959662341844,0.007142221954740371,0.00299737466867807,0.2956108393656731,1,0,0,0
e8s_01005,A2_fixed_absolute_horizon,inflection,ode,5,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8003720060356676,3.3057850146847922,0.0261806347557428,0.013069577888879361,0.013111056866863438,0.5007921690663932,1,0,0,0
e8s_01005,A2_fixed_absolute_horizon,inflection,ode,5,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8003720060356676,3.3057850146847922,0.01567798078518072,0.009838789397231483,0.0058391913879492375,0.3724453721405635,1,0,0,0
e8s_01006,A2_fixed_absolute_horizon,inflection,ode,6,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7966920301204774,3.3057850146847922,0.0010964437719462384,0.008688606763716218,-0.00759216299176998,-6.924352334359599,0,1,1,0
e8s_01006,A2_fixed_absolute_horizon,inflection,ode,6,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7966920301204774,3.3057850146847922,0.008048150314818137,0.007868869235329635,0.00017928107948850247,0.0222760600231848,1,0,0,0
e8s_01007,A2_fixed_absolute_horizon,inflection,ode,7,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8166188827375103,3.3057850146847922,0.010202643981799354,0.010246552520826796,-4.3908539027441226e-05,-0.004303643164043586,0,0,0,0
e8s_01007,A2_fixed_absolute_horizon,inflection,ode,7,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.8166188827375103,3.3057850146847922,0.0026589782153200203,0.010723499763929275,-0.008064521548609255,-3.032940060262454,0,1,1,0
e8s_01008,A2_fixed_absolute_horizon,inflection,ode,8,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7799461169645459,3.3057850146847922,0.04377277681867443,0.0190758625522913,0.024696914266383135,0.5642071639340661,1,0,0,0
e8s_01008,A2_fixed_absolute_horizon,inflection,ode,8,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7799461169645459,3.3057850146847922,0.014158919151386213,0.013488867803398884,0.0006700513479873296,0.0473236227160552,1,0,0,0
e8s_01009,A2_fixed_absolute_horizon,inflection,ode,9,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7828008683676697,3.3057850146847922,0.036296295022981456,0.01385292084039841,0.022443374182583048,0.6183378818243774,1,0,0,0
e8s_01009,A2_fixed_absolute_horizon,inflection,ode,9,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7828008683676697,3.3057850146847922,0.008265213712315417,0.004674943044684222,0.0035902706676311956,0.43438328307005347,1,0,0,0
e8s_01010,A2_fixed_absolute_horizon,inflection,ode,10,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7471275604034644,3.3057850146847922,0.023036856170235792,0.014966876535907192,0.0080699796343286,0.35030733250638685,1,0,0,0
e8s_01010,A2_fixed_absolute_horizon,inflection,ode,10,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7471275604034644,3.3057850146847922,0.017557417510413623,0.02051714120896061,-0.002959723698546985,-0.16857397716899533,0,1,0,0
e8s_01011,A2_fixed_absolute_horizon,inflection,ode,11,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7311729542317056,3.3057850146847922,0.01444721427972951,0.004968675710630759,0.009478538569098752,0.6560807077110935,1,0,0,0
e8s_01011,A2_fixed_absolute_horizon,inflection,ode,11,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7311729542317056,3.3057850146847922,0.004713783454703206,0.004946360625450952,-0.0002325771707477461,-0.04933980802951202,0,1,0,0
e8s_01012,A2_fixed_absolute_horizon,inflection,ode,12,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7908360673167762,3.3057850146847922,0.04131546562173398,0.009498111599940516,0.03181735402179346,0.7701075987645644,1,0,0,0
e8s_01012,A2_fixed_absolute_horizon,inflection,ode,12,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7908360673167762,3.3057850146847922,0.0070633755089308135,0.0211060197240259,-0.014042644215095084,-1.9880925482922154,0,1,1,0
e8s_01013,A2_fixed_absolute_horizon,inflection,ode,13,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7690843220938643,3.3057850146847922,0.012765048368083242,0.0023753830434858963,0.010389665324597345,0.8139150769357737,1,0,0,0
e8s_01013,A2_fixed_absolute_horizon,inflection,ode,13,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7690843220938643,3.3057850146847922,0.0029856127999861857,0.005291073158694376,-0.00230546035870819,-0.7721900035794518,0,1,0,0
e8s_01014,A2_fixed_absolute_horizon,inflection,ode,14,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.768372071261172,3.3057850146847922,0.0053041459626499065,0.009186601435963983,-0.0038824554733140762,-0.7319661828036185,0,1,0,0
e8s_01014,A2_fixed_absolute_horizon,inflection,ode,14,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.768372071261172,3.3057850146847922,0.005188624301978915,0.006992955591052081,-0.0018043312890731657,-0.34774753076359816,0,1,0,0
e8s_01015,A2_fixed_absolute_horizon,inflection,ode,15,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741049016683639,3.3057850146847922,0.013034397402520962,0.01651505454505807,-0.003480657142537107,-0.2670362913642573,0,1,0,0
e8s_01015,A2_fixed_absolute_horizon,inflection,ode,15,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741049016683639,3.3057850146847922,0.014002275139230077,0.020161935767531825,-0.006159660628301748,-0.43990427034562907,0,1,0,0
e8s_01016,A2_fixed_absolute_horizon,inflection,ode,16,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7600864293555536,3.3057850146847922,0.011761241562837334,0.0070956398518832444,0.00466560171095409,0.39669295847950764,1,0,0,0
e8s_01016,A2_fixed_absolute_horizon,inflection,ode,16,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7600864293555536,3.3057850146847922,0.003745029366088351,0.007969943791605403,-0.004224914425517052,-1.128139197992441,0,1,1,0
e8s_01017,A2_fixed_absolute_horizon,inflection,ode,17,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7315293247980401,3.3057850146847922,0.009613609980923634,0.009607093632900634,6.516348023000856e-06,0.0006778252951733323,0,0,0,0
e8s_01017,A2_fixed_absolute_horizon,inflection,ode,17,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7315293247980401,3.3057850146847922,0.007451128771154665,0.01538042314527439,-0.007929294374119725,-1.0641735792858886,0,1,1,0
e8s_01018,A2_fixed_absolute_horizon,inflection,ode,18,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7415428907490464,3.3057850146847922,0.025773785089066296,0.013469748228267867,0.01230403686079843,0.47738571646653577,1,0,0,0
e8s_01018,A2_fixed_absolute_horizon,inflection,ode,18,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7415428907490464,3.3057850146847922,0.005684007523301409,0.004839973841287381,0.0008440336820140278,0.14849271021439336,1,0,0,0
e8s_01019,A2_fixed_absolute_horizon,inflection,ode,19,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741007610594977,3.3057850146847922,0.003126151566505817,0.004562669163688398,-0.0014365175971825812,-0.4595162987532992,0,1,0,0
e8s_01019,A2_fixed_absolute_horizon,inflection,ode,19,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7741007610594977,3.3057850146847922,0.005686140324227329,0.004273512647638451,0.0014126276765888783,0.2484334884543736,1,0,0,0
e8s_01020,A2_fixed_absolute_horizon,turning,spline,0,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7485310700969565,3.3057850146847922,0.09942554668518634,0.06446515623996675,0.03496039044521959,0.3516238191369022,1,0,0,0
e8s_01020,A2_fixed_absolute_horizon,turning,spline,0,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7485310700969565,3.3057850146847922,0.03731419403922048,0.03362095629915237,0.003693237740068113,0.0989767522832249,1,0,0,0
e8s_01021,A2_fixed_absolute_horizon,turning,spline,1,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7608484549495644,3.3057850146847922,0.0774953171293216,0.034112666162005756,0.04338265096731585,0.5598099675483659,1,0,0,0
e8s_01021,A2_fixed_absolute_horizon,turning,spline,1,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7608484549495644,3.3057850146847922,0.026960687768347678,0.02126986686851689,0.005690820899830789,0.21107847651097064,1,0,0,0
e8s_01022,A2_fixed_absolute_horizon,turning,spline,2,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7367518632972607,3.3057850146847922,0.027751675491637286,0.012836542507454994,0.014915132984182292,0.5374498195136662,1,0,0,0
e8s_01022,A2_fixed_absolute_horizon,turning,spline,2,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.7367518632972607,3.3057850146847922,0.024907163406830454,0.008659374938911123,0.01624778846791933,0.6523339572046005,1,0,0,0
e8s_01023,A2_fixed_absolute_horizon,turning,spline,3,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.771231299396904,3.3057850146847922,0.04414940000273192,0.018336699464944706,0.02581270053778721,0.5846670744379301,1,0,0,0
e8s_01023,A2_fixed_absolute_horizon,turning,spline,3,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.771231299396904,3.3057850146847922,0.029848449985803324,0.03337210714753598,-0.003523657161732658,-0.11805159609321751,0,1,0,0
e8s_01024,A2_fixed_absolute_horizon,turning,spline,4,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.709348302222443,3.3057850146847922,0.1327126797656247,0.07574072550084489,0.056971954264779814,0.4292879502199361,1,0,0,0
e8s_01024,A2_fixed_absolute_horizon,turning,spline,4,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.709348302222443,3.3057850146847922,0.07342250022290989,0.031134243072328566,0.04228825715058132,0.5759577380529762,1,0,0,0
e8s_01025,A2_fixed_absolute_horizon,turning,spline,5,spline,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.699544318160847,3.3057850146847922,0.017305836515836608,0.0613822615983635,-0.04407642508252689,-2.5469109824418172,0,1,1,0
e8s_01025,A2_fixed_absolute_horizon,turning,spline,5,neural,true-full,medium,72,0.1,0.55,0.55,0.35,0.05,0.21,0.6,1.0,1.699544318160847,3.3057850146847922,0.027444947855888184,0.0705834073858539,-0.04313845952996572,-1.571817871780382,0,1,1,0
