study,primitive,engine,action,support_fraction,noise_ratio,ood_distance,n,harmful_rate,harm_ci95_low,harm_ci95_high,mean_raw_utility,utility_ci95_low,utility_ci95_high,beneficial_rate,catastrophic_harm_rate
C2_bias_symmetry,asymptote,neural,true-full,0.525,0.01,0.8,60,0.0,0.0,0.0,0.13825112118595842,0.1305616952971231,0.14648908359274632,1.0,0.0
C2_bias_symmetry,asymptote,spline,bias-negative,0.525,0.01,0.1,60,0.7666666666666667,0.65,0.8666666666666667,-0.00261823165318906,-0.004272230967337742,-0.0008338446307435136,0.21666666666666667,0.48333333333333334
C2_bias_symmetry,asymptote,spline,bias-negative,0.525,0.01,0.4,60,0.5,0.38333333333333336,0.6166666666666667,0.011826699362742844,0.0029240874017916496,0.021893126030256727,0.5,0.23333333333333334
C2_bias_symmetry,asymptote,spline,bias-negative,0.525,0.01,0.8,60,0.11666666666666667,0.03333333333333333,0.2,0.11852482519237112,0.09161347284698443,0.1477173949785415,0.8833333333333333,0.1
C2_bias_symmetry,asymptote,spline,bias-positive,0.525,0.01,0.1,60,0.7,0.5833333333333334,0.8166666666666667,-0.0024031746558794884,-0.003960145650571775,-0.0008065816421258353,0.3,0.38333333333333336
C2_bias_symmetry,asymptote,spline,bias-positive,0.525,0.01,0.4,60,0.4,0.2833333333333333,0.5166666666666667,0.017114969851643992,0.007401153566135164,0.02752885214179638,0.6,0.2
C2_bias_symmetry,asymptote,spline,bias-positive,0.525,0.01,0.8,60,0.1,0.03333333333333333,0.18333333333333332,0.12802880029028665,0.10063667915050764,0.1579952650527388,0.8833333333333333,0.06666666666666667
C2_bias_symmetry,asymptote,spline,true-full,0.525,0.01,0.1,60,0.16666666666666666,0.08333333333333333,0.26666666666666666,0.0032483931010649342,0.002392818417343517,0.004193768921011654,0.8,0.05
C2_bias_symmetry,asymptote,spline,true-full,0.525,0.01,0.4,60,0.05,0.0,0.11666666666666667,0.03412909442555106,0.026102287543751462,0.04297865410625616,0.9333333333333333,0.016666666666666666
C2_bias_symmetry,asymptote,spline,true-full,0.525,0.01,0.8,60,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.1405365747580052,0.11389338771050447,0.16836119238065564,0.9333333333333333,0.03333333333333333
C2_bias_symmetry,bound,neural,bias-negative,0.525,0.01,0.1,60,0.15,0.06666666666666667,0.25,0.017150456452834067,0.01408748748799891,0.020123413667102755,0.8333333333333334,0.0
C2_bias_symmetry,bound,neural,bias-negative,0.525,0.01,0.4,60,0.26666666666666666,0.16666666666666666,0.38333333333333336,0.021106324145386098,0.013017353167216429,0.02885072485882737,0.65,0.0
C2_bias_symmetry,bound,neural,bias-negative,0.525,0.01,0.8,60,0.7333333333333333,0.6166666666666667,0.85,-0.03218902349690716,-0.03896177202278175,-0.02540770228829572,0.016666666666666666,0.0
C2_bias_symmetry,bound,neural,bias-positive,0.525,0.01,0.1,60,0.3333333333333333,0.21666666666666667,0.45,-0.0036718755470599254,-0.01520986706834196,0.006789562112171488,0.65,0.16666666666666666
C2_bias_symmetry,bound,neural,bias-positive,0.525,0.01,0.4,60,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.0407903090412814,0.03484401713772321,0.04627664776041667,0.8666666666666667,0.0
C2_bias_symmetry,bound,neural,bias-positive,0.525,0.01,0.8,60,0.5333333333333333,0.4166666666666667,0.6666666666666666,-0.014663359146457628,-0.021412002002548534,-0.008367639974954473,0.16666666666666666,0.0
C2_bias_symmetry,bound,neural,true-full,0.525,0.01,0.1,60,0.15,0.06666666666666667,0.25,0.017150456452834067,0.014011969135901145,0.020043786418319127,0.8333333333333334,0.0
C2_bias_symmetry,bound,neural,true-full,0.525,0.01,0.4,60,0.26666666666666666,0.16666666666666666,0.38333333333333336,0.021106324145386098,0.01295022965988337,0.028965233120278138,0.65,0.0
C2_bias_symmetry,bound,neural,true-full,0.525,0.01,0.8,60,0.7333333333333333,0.6166666666666667,0.8333333333333334,-0.03218902349690716,-0.03870566176919893,-0.025731048822368374,0.016666666666666666,0.0
C2_bias_symmetry,bound,spline,bias-negative,0.525,0.01,0.1,60,0.11666666666666667,0.05,0.2,0.0014125129398639875,0.001163970331099469,0.001653071142958911,0.85,0.0
C2_bias_symmetry,bound,spline,bias-negative,0.525,0.01,0.4,60,0.15,0.06666666666666667,0.25,0.010816585027286867,0.007232987020209157,0.01490446452680229,0.7166666666666667,0.0
C2_bias_symmetry,bound,spline,bias-negative,0.525,0.01,0.8,60,0.08333333333333333,0.016666666666666666,0.16666666666666666,0.29799979039066626,0.2084633310937376,0.39163461277465683,0.85,0.0
C2_bias_symmetry,bound,spline,bias-positive,0.525,0.01,0.1,60,0.4666666666666667,0.35,0.5833333333333334,-0.03933254667835941,-0.05196813467427493,-0.026605518678898692,0.5166666666666667,0.43333333333333335
C2_bias_symmetry,bound,spline,bias-positive,0.525,0.01,0.4,60,0.21666666666666667,0.11666666666666667,0.31666666666666665,0.020268084352793304,0.006690741629932212,0.03484230036812083,0.7166666666666667,0.06666666666666667
C2_bias_symmetry,bound,spline,bias-positive,0.525,0.01,0.8,60,0.06666666666666667,0.016666666666666666,0.13333333333333333,0.43454632006600385,0.34363776114969685,0.5288253824422324,0.9166666666666666,0.0
C2_bias_symmetry,bound,spline,true-full,0.525,0.01,0.1,60,0.11666666666666667,0.03333333333333333,0.2,0.0014125129398639875,0.001158289639187677,0.0016558794217177897,0.85,0.0
C2_bias_symmetry,bound,spline,true-full,0.525,0.01,0.4,60,0.15,0.06666666666666667,0.25,0.022600521258851883,0.013844311879652826,0.032572363072129906,0.7333333333333333,0.0
C2_bias_symmetry,bound,spline,true-full,0.525,0.01,0.8,60,0.08333333333333333,0.016666666666666666,0.15,0.34888747843148965,0.24934725425965806,0.45745609395571074,0.85,0.0
C2_bias_symmetry,curvature,neural,bias-negative,0.525,0.01,0.1,60,0.0,0.0,0.0,0.01368688823885071,0.013098274939958743,0.014322474080067935,1.0,0.0
C2_bias_symmetry,curvature,neural,bias-negative,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03922835672008049,0.03757074946486279,0.04089883269855603,1.0,0.0
C2_bias_symmetry,curvature,neural,bias-negative,0.525,0.01,0.8,60,0.0,0.0,0.0,0.05488471636726424,0.05282048175194827,0.05696367097495552,1.0,0.0
C2_bias_symmetry,curvature,neural,bias-positive,0.525,0.01,0.1,60,0.0,0.0,0.0,0.01368688823885071,0.013089729141793356,0.014326234786515629,1.0,0.0
C2_bias_symmetry,curvature,neural,bias-positive,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03922835672008049,0.037587847996100224,0.0408864826241011,1.0,0.0
C2_bias_symmetry,curvature,neural,bias-positive,0.525,0.01,0.8,60,0.0,0.0,0.0,0.05488471636726424,0.052868952118600696,0.05695764385774861,1.0,0.0
C2_bias_symmetry,curvature,neural,true-full,0.525,0.01,0.1,60,0.0,0.0,0.0,0.01368688823885071,0.013074905004385753,0.01432759015700946,1.0,0.0
C2_bias_symmetry,curvature,neural,true-full,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03922835672008049,0.03760942955443672,0.040862296318519155,1.0,0.0
C2_bias_symmetry,curvature,neural,true-full,0.525,0.01,0.8,60,0.0,0.0,0.0,0.05488471636726424,0.05289149765004869,0.05692025087326513,1.0,0.0
C2_bias_symmetry,curvature,spline,bias-negative,0.525,0.01,0.1,60,0.7333333333333333,0.6166666666666667,0.8333333333333334,-0.0004385750353729513,-0.0005797104118892009,-0.0002978462867784651,0.18333333333333332,0.016666666666666666
C2_bias_symmetry,curvature,spline,bias-negative,0.525,0.01,0.4,60,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.005428290034167314,-0.007146179239206042,-0.0038382916352880923,0.18333333333333332,0.03333333333333333
C2_bias_symmetry,curvature,spline,bias-negative,0.525,0.01,0.8,60,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.030010518184164964,-0.03872221312865291,-0.021675956237322658,0.13333333333333333,0.016666666666666666
C2_bias_symmetry,curvature,spline,bias-positive,0.525,0.01,0.1,60,0.7333333333333333,0.6166666666666667,0.8333333333333334,-0.0004385750353729513,-0.000576789258939239,-0.00029518135841502947,0.18333333333333332,0.016666666666666666
C2_bias_symmetry,curvature,spline,bias-positive,0.525,0.01,0.4,60,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.005428290034167314,-0.007144206724822932,-0.003807302514774153,0.18333333333333332,0.03333333333333333
C2_bias_symmetry,curvature,spline,bias-positive,0.525,0.01,0.8,60,0.8166666666666667,0.7166666666666667,0.9,-0.030010518184164964,-0.038832801698677574,-0.021838694438541188,0.13333333333333333,0.016666666666666666
C2_bias_symmetry,curvature,spline,true-full,0.525,0.01,0.1,60,0.7333333333333333,0.6166666666666667,0.8333333333333334,-0.0004385750353729513,-0.0005790462531570952,-0.00030331212265490487,0.18333333333333332,0.016666666666666666
C2_bias_symmetry,curvature,spline,true-full,0.525,0.01,0.4,60,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.005428290034167314,-0.00714998452113245,-0.0038754473240357437,0.18333333333333332,0.03333333333333333
C2_bias_symmetry,curvature,spline,true-full,0.525,0.01,0.8,60,0.8166666666666667,0.7166666666666667,0.9166666666666666,-0.030010518184164964,-0.03963327600860335,-0.021776405713305833,0.13333333333333333,0.016666666666666666
C2_bias_symmetry,direction,neural,bias-negative,0.525,0.01,0.1,60,0.0,0.0,0.0,0.011285900959207697,0.010861803759373515,0.011708560622941119,1.0,0.0
C2_bias_symmetry,direction,neural,bias-negative,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03272700718079116,0.03122967350246934,0.034218379865159215,1.0,0.0
C2_bias_symmetry,direction,neural,bias-negative,0.525,0.01,0.8,60,0.0,0.0,0.0,0.04804558433550665,0.04592628852206796,0.050161336487028634,1.0,0.0
C2_bias_symmetry,direction,neural,bias-positive,0.525,0.01,0.1,60,0.0,0.0,0.0,0.011285900959207697,0.010888295354889851,0.011722628121985344,1.0,0.0
C2_bias_symmetry,direction,neural,bias-positive,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03272700718079116,0.031246454208258084,0.03424771836496118,1.0,0.0
C2_bias_symmetry,direction,neural,bias-positive,0.525,0.01,0.8,60,0.0,0.0,0.0,0.04804558433550665,0.04599680535737976,0.05016240960067157,1.0,0.0
C2_bias_symmetry,direction,neural,true-full,0.525,0.01,0.1,60,0.0,0.0,0.0,0.011285900959207697,0.010871311143990649,0.011713001646747073,1.0,0.0
C2_bias_symmetry,direction,neural,true-full,0.525,0.01,0.4,60,0.0,0.0,0.0,0.03272700718079116,0.031273385513704455,0.03422834093192716,1.0,0.0
C2_bias_symmetry,direction,neural,true-full,0.525,0.01,0.8,60,0.0,0.0,0.0,0.04804558433550665,0.045998350396173164,0.050154593850595924,1.0,0.0
C2_bias_symmetry,direction,spline,bias-negative,0.525,0.01,0.1,60,0.6,0.48333333333333334,0.7166666666666667,-0.0002489563922857382,-0.0003454237253459135,-0.00015292074338935877,0.2833333333333333,0.016666666666666666
C2_bias_symmetry,direction,spline,bias-negative,0.525,0.01,0.4,60,0.7833333333333333,0.6833333333333333,0.8833333333333333,-0.0025159213669448777,-0.003276503686086678,-0.0017765641654642588,0.11666666666666667,0.0
C2_bias_symmetry,direction,spline,bias-negative,0.525,0.01,0.8,60,0.6666666666666666,0.55,0.7833333333333333,-0.0051844043022056165,-0.009382036888816553,-0.00020631794927833148,0.2833333333333333,0.03333333333333333
C2_bias_symmetry,direction,spline,bias-positive,0.525,0.01,0.1,60,0.6,0.48333333333333334,0.7166666666666667,-0.0002489563922857382,-0.0003461917028630917,-0.0001538896573647377,0.2833333333333333,0.016666666666666666
C2_bias_symmetry,direction,spline,bias-positive,0.525,0.01,0.4,60,0.7833333333333333,0.6833333333333333,0.8833333333333333,-0.0025159213669448777,-0.003268697641245471,-0.0018032997891406252,0.11666666666666667,0.0
C2_bias_symmetry,direction,spline,bias-positive,0.525,0.01,0.8,60,0.6666666666666666,0.55,0.7833333333333333,-0.0051844043022056165,-0.009265433542277834,-0.00024368495999163478,0.2833333333333333,0.03333333333333333
C2_bias_symmetry,direction,spline,true-full,0.525,0.01,0.1,60,0.6,0.4666666666666667,0.7333333333333333,-0.0002489563922857382,-0.0003476181417451625,-0.00015308950276676035,0.2833333333333333,0.016666666666666666
C2_bias_symmetry,direction,spline,true-full,0.525,0.01,0.4,60,0.7833333333333333,0.6666666666666666,0.8833333333333333,-0.0025159213669448777,-0.003279509362062723,-0.0017815429189908774,0.11666666666666667,0.0
C2_bias_symmetry,direction,spline,true-full,0.525,0.01,0.8,60,0.6666666666666666,0.55,0.7833333333333333,-0.0051844043022056165,-0.009278570306200768,-0.0003198132889815334,0.2833333333333333,0.03333333333333333
C2_bias_symmetry,inflection,neural,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.05024739033082739,-0.058023185093668196,-0.042676657289690785,0.0,1.0
C2_bias_symmetry,inflection,neural,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.0882599949310963,-0.09783905266754461,-0.0787450107309171,0.0,1.0
C2_bias_symmetry,inflection,neural,bias-negative,0.525,0.01,0.8,60,1.0,1.0,1.0,-0.1253660682820733,-0.14028484740946895,-0.11117162690264318,0.0,0.9
C2_bias_symmetry,inflection,neural,bias-positive,0.525,0.01,0.1,60,0.6166666666666667,0.5,0.7333333333333333,-0.0065059774770567695,-0.00905355602273416,-0.004132895538214344,0.35,0.45
C2_bias_symmetry,inflection,neural,bias-positive,0.525,0.01,0.4,60,0.13333333333333333,0.05,0.21666666666666667,0.0038957708505437385,0.00245036861253961,0.005389129940184859,0.8333333333333334,0.05
C2_bias_symmetry,inflection,neural,bias-positive,0.525,0.01,0.8,60,0.0,0.0,0.0,0.0431219775448811,0.03886964158556671,0.04743342126950068,1.0,0.0
C2_bias_symmetry,inflection,neural,true-full,0.525,0.01,0.1,60,0.7666666666666667,0.65,0.8666666666666667,-0.0068768423323720415,-0.009123966112077013,-0.004790311329620554,0.2,0.6166666666666667
C2_bias_symmetry,inflection,neural,true-full,0.525,0.01,0.4,60,0.8833333333333333,0.8,0.9666666666666667,-0.015687233150192402,-0.0200873934051347,-0.011717224455544272,0.1,0.38333333333333336
C2_bias_symmetry,inflection,neural,true-full,0.525,0.01,0.8,60,0.8666666666666667,0.7833333333333333,0.95,-0.04487827218644443,-0.055835348687687004,-0.03425173567763002,0.1,0.4166666666666667
C2_bias_symmetry,inflection,spline,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.05290734799202632,-0.061588716069865136,-0.04453432561565651,0.0,1.0
C2_bias_symmetry,inflection,spline,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.10094545418006182,-0.11306457723048952,-0.08949810789446422,0.0,1.0
C2_bias_symmetry,inflection,spline,bias-negative,0.525,0.01,0.8,60,0.9833333333333333,0.95,1.0,-0.06986715879249532,-0.07752897521909896,-0.061956818731644984,0.016666666666666666,0.9
C2_bias_symmetry,inflection,spline,bias-positive,0.525,0.01,0.1,60,0.8833333333333333,0.8,0.95,-0.006055332093230224,-0.008362764427341053,-0.003939002089672593,0.1,0.7166666666666667
C2_bias_symmetry,inflection,spline,bias-positive,0.525,0.01,0.4,60,0.8333333333333334,0.7333333333333333,0.9166666666666666,-0.003699339872304312,-0.004679108588627733,-0.002736528567687221,0.13333333333333333,0.6
C2_bias_symmetry,inflection,spline,bias-positive,0.525,0.01,0.8,60,0.6666666666666666,0.55,0.7833333333333333,-0.01627453878491935,-0.024901817329669458,-0.008225049685296203,0.3333333333333333,0.4666666666666667
C2_bias_symmetry,inflection,spline,true-full,0.525,0.01,0.1,60,0.8333333333333334,0.7333333333333333,0.9166666666666666,-0.01119646762359818,-0.014471290498447456,-0.00803384050546485,0.15,0.65
C2_bias_symmetry,inflection,spline,true-full,0.525,0.01,0.4,60,0.9666666666666667,0.9166666666666666,1.0,-0.03673288647414977,-0.044583725224833864,-0.029191386063657034,0.016666666666666666,0.8666666666666667
C2_bias_symmetry,inflection,spline,true-full,0.525,0.01,0.8,60,0.9333333333333333,0.8666666666666667,0.9833333333333333,-0.07430188278025736,-0.08953352676777407,-0.05963470921901774,0.06666666666666667,0.8666666666666667
C2_bias_symmetry,regime,neural,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.30715344715971926,-0.3332636265598735,-0.28150987441777126,0.0,1.0
C2_bias_symmetry,regime,neural,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.3678173477717405,-0.4023544291412523,-0.3323889410436402,0.0,0.9833333333333333
C2_bias_symmetry,regime,neural,bias-negative,0.525,0.01,0.8,60,0.95,0.8833333333333333,1.0,-0.39611125600366803,-0.45607412491881694,-0.33483355831907635,0.05,0.7833333333333333
C2_bias_symmetry,regime,neural,bias-positive,0.525,0.01,0.1,60,0.38333333333333336,0.26666666666666666,0.5,-0.0020385757727766278,-0.005518125695127985,0.0010267019396438468,0.5166666666666667,0.016666666666666666
C2_bias_symmetry,regime,neural,bias-positive,0.525,0.01,0.4,60,0.7666666666666667,0.65,0.8666666666666667,-0.08888923662767782,-0.11384683234037925,-0.0646487267414261,0.21666666666666667,0.3
C2_bias_symmetry,regime,neural,bias-positive,0.525,0.01,0.8,60,0.9,0.8166666666666667,0.9666666666666667,-0.323015543460213,-0.3892730014581778,-0.25859027034752746,0.1,0.5833333333333334
C2_bias_symmetry,regime,neural,true-full,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.1930013088975477,-0.2265303019592031,-0.15877482880504223,0.0,0.9833333333333333
C2_bias_symmetry,regime,neural,true-full,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.34389964112966315,-0.386878946438092,-0.30077693787991744,0.0,0.9666666666666667
C2_bias_symmetry,regime,neural,true-full,0.525,0.01,0.8,60,1.0,1.0,1.0,-0.5274134897293493,-0.5959035135427451,-0.460667953578931,0.0,0.8833333333333333
C2_bias_symmetry,regime,spline,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.30438567764634233,-0.33121584020468464,-0.2778605836990429,0.0,1.0
C2_bias_symmetry,regime,spline,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.3126563433303949,-0.3485612712112102,-0.2786277524787724,0.0,0.9333333333333333
C2_bias_symmetry,regime,spline,bias-negative,0.525,0.01,0.8,60,0.75,0.6333333333333333,0.85,-0.20637300068484685,-0.2849599776180986,-0.12665947090359447,0.25,0.4166666666666667
C2_bias_symmetry,regime,spline,bias-positive,0.525,0.01,0.1,60,0.5666666666666667,0.4495833333333335,0.7,-0.008353661183951209,-0.013678167000712695,-0.0035200907295254817,0.36666666666666664,0.26666666666666666
C2_bias_symmetry,regime,spline,bias-positive,0.525,0.01,0.4,60,0.6,0.48333333333333334,0.7166666666666667,-0.08638916359270234,-0.11994970259112829,-0.0528739104606114,0.3333333333333333,0.45
C2_bias_symmetry,regime,spline,bias-positive,0.525,0.01,0.8,60,0.6833333333333333,0.5666666666666667,0.8,-0.19359108020070337,-0.269648704102768,-0.11876587123708335,0.2833333333333333,0.5
C2_bias_symmetry,regime,spline,true-full,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.19595592553964025,-0.23062747073859544,-0.15992112011862944,0.0,0.8833333333333333
C2_bias_symmetry,regime,spline,true-full,0.525,0.01,0.4,60,0.9833333333333333,0.95,1.0,-0.31002978705538414,-0.3541993457107072,-0.268099329055295,0.016666666666666666,0.9
C2_bias_symmetry,regime,spline,true-full,0.525,0.01,0.8,60,0.5833333333333334,0.45,0.7,-0.061706542930978735,-0.1270660981742922,0.0031162572893890625,0.4,0.4166666666666667
C2_bias_symmetry,turning,neural,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.09499717486084538,-0.10321027644253003,-0.08659156368682884,0.0,0.9833333333333333
C2_bias_symmetry,turning,neural,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.15800469661210936,-0.16990364552310963,-0.14697343988971856,0.0,1.0
C2_bias_symmetry,turning,neural,bias-negative,0.525,0.01,0.8,60,0.9833333333333333,0.95,1.0,-0.17682784013938416,-0.1936067317064055,-0.15952163667462516,0.016666666666666666,0.7666666666666667
C2_bias_symmetry,turning,neural,bias-positive,0.525,0.01,0.1,60,0.8166666666666667,0.7166666666666667,0.9004166666666606,-0.04648431438598027,-0.05760900882483315,-0.0358245514930963,0.13333333333333333,0.7
C2_bias_symmetry,turning,neural,bias-positive,0.525,0.01,0.4,60,0.5,0.36666666666666664,0.6333333333333333,0.0010470785201173506,-0.005782391065497823,0.008123966624390295,0.5,0.16666666666666666
C2_bias_symmetry,turning,neural,bias-positive,0.525,0.01,0.8,60,0.2,0.1,0.3,0.03381330492674564,0.023583720450531094,0.044293067146104585,0.7666666666666667,0.0
C2_bias_symmetry,turning,neural,true-full,0.525,0.01,0.1,60,0.8833333333333333,0.8,0.9666666666666667,-0.017423349466404205,-0.023635419166338736,-0.011711695573982933,0.1,0.7166666666666667
C2_bias_symmetry,turning,neural,true-full,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.05977145933805816,-0.07167782144155252,-0.0489347327903919,0.0,0.6333333333333333
C2_bias_symmetry,turning,neural,true-full,0.525,0.01,0.8,60,0.9833333333333333,0.95,1.0,-0.12570412832928277,-0.14551470725863147,-0.10698858261946233,0.016666666666666666,0.55
C2_bias_symmetry,turning,spline,bias-negative,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.07672099281461772,-0.08536393633212506,-0.06835998943073134,0.0,1.0
C2_bias_symmetry,turning,spline,bias-negative,0.525,0.01,0.4,60,1.0,1.0,1.0,-0.11502314107364472,-0.12715850424981465,-0.10440677460486217,0.0,1.0
C2_bias_symmetry,turning,spline,bias-negative,0.525,0.01,0.8,60,0.85,0.75,0.9333333333333333,-0.04194525439374656,-0.05249150249792087,-0.030770098663277172,0.13333333333333333,0.6
C2_bias_symmetry,turning,spline,bias-positive,0.525,0.01,0.1,60,1.0,1.0,1.0,-0.058034835793663274,-0.06841279936253522,-0.04739488652916709,0.0,1.0
C2_bias_symmetry,turning,spline,bias-positive,0.525,0.01,0.4,60,0.95,0.8833333333333333,1.0,-0.03360148746647094,-0.039590380253111034,-0.02788024912023946,0.05,0.85
C2_bias_symmetry,turning,spline,bias-positive,0.525,0.01,0.8,60,0.9833333333333333,0.95,1.0,-0.24563473574686495,-0.29257954690573235,-0.2031317204100569,0.016666666666666666,0.8666666666666667
C2_bias_symmetry,turning,spline,true-full,0.525,0.01,0.1,60,0.9666666666666667,0.9166666666666666,1.0,-0.01955491160628558,-0.026268615993121514,-0.013299163862746762,0.03333333333333333,0.85
C2_bias_symmetry,turning,spline,true-full,0.525,0.01,0.4,60,0.9833333333333333,0.95,1.0,-0.0753534332641919,-0.08903102239008892,-0.062127071246193225,0.016666666666666666,0.8833333333333333
C2_bias_symmetry,turning,spline,true-full,0.525,0.01,0.8,60,0.9333333333333333,0.8666666666666667,0.9833333333333333,-0.13718760171661734,-0.15666335759518252,-0.11720678685249715,0.06666666666666667,0.8666666666666667
