study,primitive,engine,action,support_fraction,noise_ratio,ood_distance,n,harmful_rate,harm_ci95_low,harm_ci95_high,mean_raw_utility,utility_ci95_low,utility_ci95_high,beneficial_rate,catastrophic_harm_rate
A2_fixed_absolute_horizon,curvature,neural,true-full,0.525,0.001,0.3999999999999999,60,0.0,0.0,0.0,0.0364786239265726,0.03512936485167143,0.037963264553211674,1.0,0.0
A2_fixed_absolute_horizon,curvature,neural,true-full,0.525,0.01,0.3999999999999999,60,0.0,0.0,0.0,0.03841503923178621,0.03699743937292883,0.03985104806145206,1.0,0.0
A2_fixed_absolute_horizon,curvature,neural,true-full,0.525,0.05,0.3999999999999999,60,0.0,0.0,0.0,0.03288204632533955,0.030367215640825472,0.03530503768575825,0.9833333333333333,0.0
A2_fixed_absolute_horizon,curvature,neural,true-full,0.7,0.001,0.3,60,0.0,0.0,0.0,0.0441031540218219,0.04228487490752151,0.04598041458934122,1.0,0.0
A2_fixed_absolute_horizon,curvature,neural,true-full,0.7,0.01,0.3,60,0.0,0.0,0.0,0.04393647967695521,0.04212752035565001,0.04581420026560406,1.0,0.0
A2_fixed_absolute_horizon,curvature,neural,true-full,0.7,0.05,0.3,60,0.0,0.0,0.0,0.03791938102013696,0.0350214647135067,0.040602575680125264,0.9666666666666667,0.0
A2_fixed_absolute_horizon,curvature,spline,true-full,0.35,0.001,0.6,60,0.6666666666666666,0.55,0.7833333333333333,-0.00014344545538865077,-0.00019934052383406835,-8.898211977194025e-05,0.3,0.016666666666666666
A2_fixed_absolute_horizon,curvature,spline,true-full,0.35,0.01,0.6,60,0.8833333333333333,0.8,0.9666666666666667,-0.00408447018430248,-0.005097257930024667,-0.0031300868958754704,0.11666666666666667,0.0
A2_fixed_absolute_horizon,curvature,spline,true-full,0.35,0.05,0.6,60,0.7833333333333333,0.6666666666666666,0.8833333333333333,-0.02340827978458819,-0.030250670387474896,-0.016957706288508338,0.16666666666666666,0.016666666666666666
A2_fixed_absolute_horizon,curvature,spline,true-full,0.525,0.001,0.3999999999999999,60,0.7166666666666667,0.6,0.8333333333333334,-0.0002605119716470112,-0.00034164302107188597,-0.00017839042924630626,0.18333333333333332,0.03333333333333333
A2_fixed_absolute_horizon,curvature,spline,true-full,0.525,0.01,0.3999999999999999,60,0.7166666666666667,0.6,0.8333333333333334,-0.005583171435531282,-0.007558349521526936,-0.003771364062294966,0.21666666666666667,0.0
A2_fixed_absolute_horizon,curvature,spline,true-full,0.525,0.05,0.3999999999999999,60,0.75,0.6333333333333333,0.85,-0.025164333439161846,-0.033448546784725336,-0.017418111513567404,0.18333333333333332,0.016666666666666666
